,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
0,1,501057,汇添富中证新能源汽车A,2021-11-15,3.2623,3.2623,-3.49,-4.78,3.64,2.41,61.13,81.93,284.71,300.68,52.66,226.23,88.3959,0.12%
1,2,160634,鹏华中证环保产业指数(LOF),2021-11-12,1.8460,1.3150,0.71,2.56,12.15,11.61,61.08,81.51,166.93,178.07,57.51,40.65,80.9804,0.12%
2,3,501058,汇添富中证新能源汽车C,2021-11-15,3.2304,3.2304,-3.49,-4.78,3.62,2.34,60.92,81.47,282.79,297.69,52.33,223.04,87.9288,0.00%
3,4,010805,东财新能源车A,2021-11-15,1.6394,1.6394,-3.52,-4.82,3.22,3.10,60.66,,,,55.69,63.94,69.93,0.12%
4,5,010806,东财新能源车C,2021-11-15,1.6335,1.6335,-3.53,-4.83,3.19,3,60.35,,,,55.16,63.35,69.32,0.00%
5,6,011102,天弘中证光伏产业指数A,2021-11-15,1.4156,1.4156,-3.50,-1.72,0.67,6.97,59.77,,,,,41.56,46.7,0.10%
6,7,011103,天弘中证光伏产业指数C,2021-11-15,1.4133,1.4133,-3.51,-1.73,0.65,6.91,59.60,,,,,41.33,46.47,0.00%
7,8,163114,申万菱信中证环保产业指数(LOF)A,2021-11-12,1.8975,3.1777,0.67,2.58,11.97,11.43,58.52,84.03,183.51,204.36,58.63,176.85,83.5461,0.12%
8,9,010419,申万菱信中证环保产业指数(LOF)C,2021-11-12,1.8447,1.8447,0.67,2.57,11.96,11.35,58.29,83.52,,,58.22,84.47,83.0423,0.00%
9,10,164304,新华中证环保产业指数,2021-11-12,1.7739,1.7739,0.68,2.57,12.19,12.10,57.96,79.72,163.63,167.39,56.43,103.62,79.2094,0.10%
10,11,164905,交银国证新能源指数(LOF)A,2021-11-15,1.6524,,-3.34,-4.01,3.26,6.94,56.36,66.24,188.37,185.73,45.91,73.55,71.2927,0.12%
11,12,161028,富国中证新能源汽车指数(LOF)A,2021-11-15,1.5770,1.6580,-3.49,-4.83,3.21,2.80,56.14,76.63,264.98,297.98,48.63,140.44,83.6895,0.12%
12,13,160643,鹏华空天军工指数(LOF)A,2021-11-12,1.8447,1.8447,3.76,8.23,23.66,10.65,55.79,52.61,132.83,152.98,17.05,84.47,48.1092,0.12%
13,14,010364,鹏华空天军工指数(LOF)C,2021-11-12,1.4794,1.4794,3.76,8.23,23.64,10.63,55.73,52.47,,,16.96,47.94,47.9844,0.00%
14,15,009067,国泰中证新能源汽车ETF联接A,2021-11-15,2.9520,2.9520,-3.36,-4.67,3.21,2.91,55.10,76.03,,,49.23,195.20,82.7958,0.10%
15,16,009068,国泰中证新能源汽车ETF联接C,2021-11-15,2.9381,2.9381,-3.37,-4.68,3.18,2.82,54.86,75.49,,,48.82,193.81,82.2514,0.00%
16,17,011512,天弘中证新能源车A,2021-11-15,1.5732,1.5732,-3.54,-4.81,3.36,3.21,53.59,,,,,57.32,63.09,0.10%
17,18,011513,天弘中证新能源车C,2021-11-15,1.5713,1.5713,-3.54,-4.82,3.35,3.16,53.43,,,,,57.13,62.9,0.00%
18,19,001064,广发中证环保ETF联接A,2021-11-15,1.3311,1.3311,-2.87,-2.57,2.42,8.64,49.75,68.58,150.96,151.96,46.69,33.11,73.7543,0.12%
19,20,002984,广发中证环保ETF联接C,2021-11-15,1.3145,1.3145,-2.87,-2.58,2.40,8.58,49.60,68.25,149.95,150.48,46.43,74.94,73.4016,0.00%
20,21,160630,鹏华国防A,2021-11-12,1.5510,1.4190,3.61,8.08,21.08,6.74,47.71,46.61,122.39,133.61,12.07,46.27,42.1233,0.12%
21,22,012041,鹏华国防C,2021-11-12,1.4090,1.4090,3.60,8.05,21.05,6.74,47.54,,,,,40.90,40.9,0.00%
22,23,160225,国泰国证新能源汽车指数,2021-11-15,2.4194,2.4194,-3.24,-4,3.20,1.07,46.62,61.41,221.81,230.34,38.77,139.51,66.3207,0.12%
23,24,008887,华夏国证半导体芯片ETF联接A,2021-11-12,1.5079,1.5079,-0.27,2.56,15.33,-1.13,43.91,39.85,,,37.48,50.79,40.3481,0.12%
24,25,163115,申万菱信中证军工指数(LOF),2021-11-12,1.4005,2.2192,3.46,7.56,19.38,8.60,43.71,40.99,103.32,122.76,13.93,99.19,37.5062,0.10%
25,26,008888,华夏国证半导体芯片ETF联接C,2021-11-12,1.5014,1.5014,-0.27,2.55,15.30,-1.21,43.70,39.43,,,37.13,50.14,39.9254,0.00%
26,27,164402,前海开源中航军工指数,2021-11-15,1.32,1.32,-1.35,6.19,16.40,8.55,43.48,48.31,107.73,125.22,15.89,36.26,49.8320,0.12%
27,28,000596,前海开源中证军工指数A,2021-11-15,2.5020,2.5020,-1.53,5.66,15.83,9.35,43.05,41.20,115.32,130.81,16.59,150.20,43.2356,0.12%
28,29,002199,前海开源中证军工指数C,2021-11-15,1.2710,2.2310,-1.55,5.65,15.76,9.29,42.81,40.75,113.97,129.01,16.29,25.65,42.8098,0.12%
29,30,501019,国泰国证航天军工指数,2021-11-15,1.5689,1.5689,-1.43,4.61,12.10,7.64,38.63,40.54,104.90,136.35,17.62,56.89,41.8627,0.12%
30,31,502003,易方达中证军工(LOF)A,2021-11-15,1.6558,1.0558,-1.39,5.58,14.85,7.71,37.93,37.19,120.88,137.44,13.52,9.51,38.9147,0.10%
31,32,007300,国联安中证半导体ETF联接A,2021-11-12,2.6053,2.6053,-0.72,2.80,13.36,-3.74,37.56,24.35,116.49,,27.14,160.50,24.9844,0.08%
32,33,007301,国联安中证半导体ETF联接C,2021-11-12,2.5836,2.5836,-0.72,2.79,13.34,-3.80,37.38,24.03,115.41,,26.86,158.33,24.6731,0.00%
33,34,161024,富国中证军工指数(LOF)A,2021-11-15,1.3980,1.8740,-1.41,5.51,14.78,7.29,36.52,34.40,91.94,98.72,11.75,112.28,36.1957,0.12%
34,35,011667,东财高端制造A,2021-11-15,1.2871,1.2871,-2.08,-0.45,4.15,4.37,35.78,,,,,28.71,31.45,0.15%
35,36,003017,广发中证军工ETF联接A,2021-11-15,1.3776,1.3776,-1.49,5.47,14.59,6.85,35.66,33.66,91.95,105.55,11.33,37.76,35.4907,0.12%
36,37,011668,东财高端制造C,2021-11-15,1.2848,1.2848,-2.08,-0.44,4.13,4.29,35.57,,,,,28.48,31.21,0.00%
37,38,005693,广发中证军工ETF联接C,2021-11-15,1.3725,1.3725,-1.49,5.46,14.57,6.78,35.50,33.38,91.16,104.45,11.12,92.01,35.2193,0.00%
38,39,008281,国泰CES半导体芯片行业ETF联接A,2021-11-15,2.0261,2.0261,-1.45,3.47,7.05,-0.35,35.42,29.78,,,29.57,102.61,32.8251,0.10%
39,40,008282,国泰CES半导体芯片行业ETF联接C,2021-11-15,2.0142,2.0142,-1.46,3.47,7.02,-0.43,35.22,29.39,,,29.24,101.42,32.4349,0.00%
40,41,161033,富国中证智能汽车(LOF)A,2021-11-15,2.0480,2.0480,0.64,2.50,10.17,7.28,31.79,18.79,83.02,176.01,20.26,104.80,18.0394,0.12%
41,42,008898,国寿创精选88ETF联接A,2021-11-12,1.2670,1.2670,1.35,4.09,9.16,-0.53,31.01,15.57,,,19.49,26.69,15.7077,0.12%
42,43,008899,国寿创精选88ETF联接C,2021-11-12,1.2612,1.2612,1.36,4.09,9.13,-0.61,30.82,15.22,,,19.18,26.11,15.3677,0.00%
43,44,010955,天弘中证智能汽车指数发起式A,2021-11-12,1.0579,1.0579,1.43,1.58,14.29,4.72,30.73,,,,,5.79,5.79,0.10%
44,45,010956,天弘中证智能汽车指数发起式C,2021-11-12,1.0562,1.0562,1.43,1.58,14.28,4.68,30.60,,,,,5.62,5.62,0.00%
45,46,011630,东财有色金属A,2021-11-15,1.4180,1.4180,-2.45,4.30,3.71,-2.94,27.91,,,,,45.36,45.36,0.15%
46,47,163209,诺安创业板指数增强(LOF)A,2021-11-15,2.2407,1.8927,-0.51,1.50,3.42,2.24,27.76,39.96,120.30,119.65,20.58,76.60,41.8352,0.12%
47,48,011631,东财有色金属C,2021-11-15,1.4152,1.4152,-2.45,4.30,3.69,-3,27.73,,,,,45.08,45.08,0.00%
48,49,010356,诺安创业板指数增强(LOF)C,2021-11-15,2.2308,2.2308,-0.52,1.49,3.38,2.12,27.50,39.32,,,20.11,44.65,41.2001,0.00%
49,50,161031,富国中证工业4.0指数(LOF),2021-11-15,1.2490,0.8880,-1.42,0.64,6.30,2.29,27.32,25.84,110.32,192.73,17.28,12.84,28.4268,0.12%
50,51,008072,景顺长城创业板综指增强,2021-11-12,1.7321,1.7321,0.55,2.54,8.68,3.03,27.29,35.95,,,31.38,73.21,35.7232,0.15%
51,52,004854,广发中证全指汽车指数A,2021-11-15,1.6452,1.6452,-3.09,-4.58,0.59,0.21,25.64,30.56,130,131.78,20.92,64.52,35.5911,0.10%
52,53,004855,广发中证全指汽车指数C,2021-11-15,1.6389,1.6389,-3.09,-4.58,0.58,0.17,25.51,30.29,129.15,130.90,20.70,63.89,35.3177,0.00%
53,54,002900,南方中证500信息技术联接A,2021-11-12,1.3430,1.3430,1.11,4.53,12.51,3.03,25.43,9.78,39.14,90.96,15.46,34.30,8.7714,0.12%
54,55,004347,南方中证500信息技术联接C,2021-11-12,1.3213,1.3213,1.10,4.52,12.47,2.92,25.18,9.33,38.04,88.70,15.06,41.56,8.3477,0.00%
55,56,005313,万家中证1000指数增强A,2021-11-12,1.2992,1.9351,1.25,4.48,5.17,2.85,24.98,29.07,80.12,121.11,25.95,123.96,27.4473,0.15%
56,57,005314,万家中证1000指数增强C,2021-11-12,1.2987,1.9084,1.24,4.46,5.13,2.75,24.73,28.52,78.56,119.02,25.51,119.33,26.9413,0.00%
57,58,008326,东财通信A,2021-11-15,1.1215,1.1215,-0.41,3.48,13.76,0.60,24.09,4.72,,,9.88,12.61,5.1742,0.10%
58,59,008327,东财通信C,2021-11-15,1.1164,1.1164,-0.41,3.48,13.74,0.54,23.94,4.46,,,9.65,12.10,4.9134,0.00%
59,60,001113,南方大数据100A,2021-11-15,1.2260,1.2260,-2.73,-0.42,2.17,1.29,23.23,25.70,98.35,98.80,22.14,22.60,29.0072,0.12%
60,61,002236,大成360互联网+大数据100A,2021-11-12,1.6310,1.6310,0.74,4.22,3.89,4.08,23.09,14.22,65.08,105.16,25.75,63.10,14.2957,0.12%
61,62,004344,南方大数据100C,2021-11-15,1.2043,1.2043,-2.73,-0.43,2.14,1.18,22.99,25.20,96.78,96.46,21.72,32.88,28.5002,0.00%
62,63,003359,大成360互联网+大数据100C,2021-11-12,1.5870,1.5870,0.76,4.20,3.86,3.93,22.74,13.60,63.10,101.65,25.16,40.82,13.6819,0.00%
63,64,163116,申万中证申万电子行业投资指数(LOF)A,2021-11-12,1.1139,1.2988,0.32,2.64,10.44,-1.57,22.35,16.12,81.20,148.54,15.67,29.88,17.2650,0.12%
64,65,010531,申万中证申万电子行业投资指数(LOF)C,2021-11-12,1.1743,1.1743,0.32,2.64,10.41,-1.64,22.17,17.43,,,15.38,17.43,17.4300,0.00%
65,66,006165,建信中证1000指数增强A,2021-11-12,2.0169,2.2213,1.24,4.11,4.62,0.20,21.89,24.13,82.63,,26.17,125.69,23.8655,0.15%
66,67,006166,建信中证1000指数增强C,2021-11-12,1.9936,2.1957,1.24,4.10,4.59,0.10,21.64,23.64,81.19,,25.73,123.06,23.3780,0.00%
67,68,050024,博时上证自然资源ETF联接,2021-11-15,1.0234,1.0234,-1.79,-2.45,-8.22,-3.53,20.54,50.97,82.20,67.39,36.18,2.34,48.3063,0.12%
68,69,502000,西部利得中证500指数增强A,2021-11-12,1.8783,1.1933,0.50,2.06,3.85,1.34,20.51,36.09,113.64,159.29,28.90,28.49,34.4524,0.10%
69,70,009300,西部利得中证500指数增强C,2021-11-12,1.8669,1.8669,0.50,2.05,3.81,1.24,20.27,35.56,,,28.46,100.61,33.9432,0.00%
70,71,161217,国投瑞银中证资源指数,2021-11-15,1.2350,1.2350,-1.98,-3.44,-8.18,-4.19,20.25,55.93,110.03,103.46,39.71,23.50,53.2847,0.12%
71,72,160221,国泰国证有色金属行业指数(LOF),2021-11-15,1.4973,1.0729,-2.32,-3.48,-5.44,-8.73,20.21,56.57,121.36,111.61,35.80,13.52,53.4027,0.00%
72,73,161715,招商大宗商品(LOF),2021-11-15,1.5591,1.6976,-1.81,-1.47,-5.52,-2.45,20.05,46.20,91.44,96.26,38.35,81.48,43.8837,0.12%
73,74,003646,创金合信中证1000指数增强A,2021-11-12,1.6822,1.6822,1.47,4.15,5.75,1.37,19.89,23.03,78.96,116.08,19.36,68.22,22.2440,0.15%
74,75,004432,南方有色金属ETF联接A,2021-11-15,1.3351,1.3351,-2.38,-3.13,-4.65,-8.26,19.85,51.78,116.18,112.33,31.86,33.51,49.2471,0.12%
75,76,003647,创金合信中证1000指数增强C,2021-11-12,1.6633,1.6633,1.48,4.15,5.73,1.32,19.77,22.80,78.24,113.85,19.16,66.33,22.0144,0.00%
76,77,519677,银河定投宝腾讯济安指数,2021-11-12,2.8870,2.8870,0.91,1.16,3.85,8.74,19.64,25.69,90.94,111.81,26.12,188.70,24.2255,0.00%
77,78,010990,南方有色金属ETF联接E,2021-11-15,1.3304,1.3304,-2.38,-3.15,-4.68,-8.35,19.61,,,,31.40,37.34,40.693713,0.00%
78,79,004433,南方有色金属ETF联接C,2021-11-15,1.3130,1.3130,-2.39,-3.15,-4.69,-8.35,19.60,51.18,114.47,109.81,31.39,31.30,48.6737,0.00%
79,80,161037,富国中证高端制造指数增强型,2021-11-15,2.3251,2.3251,-0.84,1.08,3.67,0.85,19.48,26.39,100.11,170.80,17.19,132.51,27.6637,0.12%
80,81,008086,华夏中证5G通信主题ETF联接A,2021-11-15,1.1946,1.1946,0.95,2.95,9.61,0.61,19.48,-3.68,,,1.35,19.46,-2.8726,0.12%
81,82,008087,华夏中证5G通信主题ETF联接C,2021-11-15,1.1878,1.1878,0.94,2.94,9.58,0.53,19.30,-3.98,,,1.09,18.78,-3.1602,0.00%
82,83,008889,银华中证5G通信主题ETF联接A,2021-11-15,0.9212,0.9212,0.95,2.92,9.51,0.66,19.23,-3.69,,,1.44,-7.88,-2.8532,0.12%
83,84,162413,华宝中证1000指数,2021-11-15,1.1499,0.4707,-0.26,3.23,4.16,0.91,19.17,15.36,50.35,62.61,16.16,-51.89,14.6823,0.10%
84,85,010524,银华中证5G通信主题ETF联接C,2021-11-15,0.9190,0.9190,0.94,2.90,9.47,0.57,19.06,,,,,-0.04,-0.978899,0.00%
85,86,001397,建信精工制造指数增强,2021-11-12,2.1168,2.1168,0.51,2.81,6.07,1.20,19.04,27.61,92.56,138.16,19.31,111.68,26.9750,0.15%
86,87,006486,广发中证1000指数A,2021-11-15,1.6373,1.6373,-0.26,3.25,4.22,0.69,18.77,14.65,49.16,63.78,15.62,63.71,13.9614,0.10%
87,88,007983,申万菱信中证研发创新100ETF联接A,2021-11-12,1.9899,1.9899,0.19,1.45,9.48,1.74,18.57,28.01,,,15.12,98.99,28.1574,0.12%
88,89,006487,广发中证1000指数C,2021-11-15,1.6248,1.6248,-0.26,3.23,4.18,0.58,18.53,14.18,47.99,62.55,15.22,62.46,13.5034,0.00%
89,90,007984,申万菱信中证研发创新100ETF联接C,2021-11-12,1.9780,1.9780,0.18,1.45,9.45,1.65,18.39,27.62,,,14.82,97.80,27.7695,0.00%
90,91,006560,华夏四川国改ETF联接A,2021-11-12,1.7148,1.7148,0.84,1.83,3.39,7.46,18.37,33.58,76.95,,27.35,71.48,30.8209,0.12%
91,92,006561,华夏四川国改ETF联接C,2021-11-12,1.7002,1.7002,0.84,1.82,3.36,7.38,18.18,33.17,75.89,,27.01,70.02,30.4234,0.00%
92,93,004194,招商中证1000指数增强A,2021-11-15,1.5611,1.5611,-0.06,3.72,3.45,0.95,17.83,20.09,82.48,117.82,21.91,56.11,19.2716,0.12%
93,94,161039,富国中证1000指数增强(LOF)A,2021-11-15,2.06,2.06,-0.67,2.39,1.39,-1.21,17.83,24.78,89.09,121.77,22.96,106,24.5675,0.12%
94,95,165520,信诚中证800有色指数(LOF)A,2021-11-12,1.8541,1.7579,-0.38,2.56,0.88,-4.23,17.80,66.35,144.26,144.28,42.95,102.04,57.8793,0.12%
95,96,007474,华夏创成长ETF联接A,2021-11-15,2.7161,2.7161,-2.12,-0.78,3.75,2.54,17.68,43.49,141.17,,24.10,171.61,46.1806,0.12%
96,97,002510,申万菱信中证500指数增强A,2021-11-12,1.8551,1.8551,0.58,2.67,5.24,3.30,17.63,16.69,77.18,128.01,15.85,85.51,16.9230,0.12%
97,98,004195,招商中证1000指数增强C,2021-11-15,1.5492,1.5492,-0.07,3.72,3.41,0.85,17.59,19.61,81.02,115.20,21.49,54.92,18.7969,0.00%
98,99,007795,申万菱信中证500指数增强C,2021-11-12,1.9810,1.9810,0.58,2.66,5.21,3.22,17.46,16.34,76.12,,15.54,98.10,16.5706,0.00%
99,100,007475,华夏创成长ETF联接C,2021-11-15,2.6906,2.6906,-2.12,-0.79,3.72,2.44,17.45,42.91,139.27,,23.67,169.06,45.6086,0.00%
100,101,009613,上银中证500指数增强型A,2021-11-12,1.1827,1.1827,1.10,3.41,3.90,1.64,17.39,26.67,,,27.21,18.27,25.2462,0.12%
101,102,009614,上银中证500指数增强型C,2021-11-12,1.1779,1.1779,1.11,3.41,3.87,1.56,17.22,26.29,,,26.89,17.79,24.8834,0.00%
102,103,070030,嘉实中创400ETF联接A,2021-11-12,2.0972,2.0972,1.20,3.30,7.74,0.10,17.17,14.54,59.53,77.23,13.68,109.72,13.7187,0.12%
103,104,160637,鹏华创业板指数(LOF),2021-11-12,1.5020,0.8630,-0.07,2.18,8.68,1.56,17.16,28.70,106.97,149.81,17.80,0.73,28.1513,0.12%
104,105,007817,国泰中证全指通信设备ETF联接A,2021-11-15,1.0598,1.0598,-0.04,3.97,9.29,1.27,17.14,-3.50,12.94,,3.44,5.98,-2.9476,0.10%
105,106,690008,民生中证内地资源主题指数A,2021-11-15,1.0220,1.0220,-2.01,-3.77,-8.50,-5.81,17.07,49.85,80.57,64.04,34.65,2.20,47.1086,0.12%
106,107,007664,永赢创业板指数发起式A,2021-11-12,2.1375,2.1375,-0.07,2.17,8.79,1.59,17,31.83,117.56,,20.31,113.75,31.2719,0.10%
107,108,011607,民生中证内地资源主题指数C,2021-11-15,1.02,1.02,-2.02,-3.77,-8.52,-5.82,16.97,,,,,24.54,27.106227,0.00%
108,109,007818,国泰中证全指通信设备ETF联接C,2021-11-15,1.0518,1.0518,-0.04,3.96,9.26,1.19,16.96,-3.80,12.25,,3.16,5.18,-3.2460,0.00%
109,110,005727,嘉实中创400ETF联接C,2021-11-12,1.2636,1.2636,1.21,3.29,7.71,0.01,16.95,14.09,58.29,75.11,13.31,26.36,13.2867,0.00%
110,111,007665,永赢创业板指数发起式C,2021-11-12,2.1331,2.1331,-0.07,2.17,8.78,1.56,16.93,31.70,117.15,,20.21,113.31,31.1386,0.00%
111,112,006593,博道中证500增强A,2021-11-12,2.2204,2.3204,0.28,1.75,1.68,0.37,16.89,33.81,99.96,,31.56,141.71,32.5612,0.12%
112,113,257060,国联安上证商品ETF联接,2021-11-12,1.0656,1.0656,0.06,1.69,-5.81,-1.91,16.83,46.45,114.10,112.48,36.30,6.56,42.6315,0.15%
113,114,160223,国泰创业板指数(LOF),2021-11-12,1.6901,1.6901,-0.07,2.17,8.18,1.26,16.83,31.42,111.16,156.85,18.95,68.99,30.6711,0.12%
114,115,005288,海富通创业板增强A,2021-11-15,2.1856,2.1856,-0.76,1.22,4.64,3.40,16.83,29.22,106.52,158.01,20.99,118.56,30.0213,0.15%
115,116,160620,鹏华中证A股资源产业指数(LOF)A,2021-11-12,1.7370,1.2390,-0.06,2.12,-4.82,-0.63,16.81,47.96,81.05,89.79,36.99,30.47,42.0278,0.12%
116,117,006594,博道中证500增强C,2021-11-12,2.2014,2.3014,0.28,1.74,1.66,0.30,16.71,33.41,98.79,,31.22,139.65,32.1765,0.00%
117,118,005287,海富通创业板增强C,2021-11-15,2.1564,2.1564,-0.76,1.22,4.60,3.29,16.59,28.70,104.90,155.32,20.56,115.64,29.5148,0.00%
118,119,165524,信诚中证智能家居指数(LOF)A,2021-11-12,1.0023,0.6557,1.45,3.69,9.70,-1.74,16.41,3.10,34.22,70.21,8.01,-33.29,3.6276,0.10%
119,120,007809,富国央企创新驱动ETF联接A,2021-11-15,1.3746,1.3746,-0.69,0.99,0.02,3.66,16.26,26.67,,,21.67,37.46,25.3918,0.12%
120,121,000942,广发信息技术联接A,2021-11-15,1.3813,1.3813,0.15,3.97,7.22,1.49,16.19,3.79,38.02,74.65,7.13,38.13,4.2870,0.12%
121,122,002974,广发信息技术联接C,2021-11-15,1.3691,1.3691,0.15,3.97,7.20,1.44,16.08,3.59,37.46,73.57,6.94,19.43,4.0807,0.00%
122,123,007810,富国央企创新驱动ETF联接C,2021-11-15,1.3640,1.3640,-0.69,0.99,-0.01,3.56,16.05,26.17,,,21.26,36.40,24.8977,0.00%
123,124,165511,中信保诚中证500指数(LOF)A,2021-11-12,1.8161,2.1149,0.56,2.22,2.99,1.91,15.97,24.65,76.26,100.13,21.89,133.69,23.2926,0.12%
124,125,003986,申万菱信中证500指数优选增强A,2021-11-12,2.0578,2.1458,0.18,1.77,2.44,1.25,15.97,23.38,75.57,126.21,19.97,121.81,22.4808,0.12%
125,126,009726,招商中证500等权重指数增强A,2021-11-15,1.2444,1.2444,0.27,3.54,-0.50,-0.19,15.96,,,,22.53,24.44,24.11,0.15%
126,127,010202,天弘中证科技100指数增强A,2021-11-15,1.2792,1.2792,-0.71,1.41,3.60,2.07,15.87,28.93,,,17.75,27.92,30.2335,0.15%
127,128,007794,申万菱信中证500指数优选增强C,2021-11-12,1.8533,1.8533,0.17,1.76,2.42,1.18,15.79,23.01,74.53,,19.66,85.33,22.1124,0.00%
128,129,160626,鹏华信息A,2021-11-12,1.1150,2.0260,0.36,2.20,9.42,-0.62,15.78,2.48,50.35,105.19,4.60,144.73,3.4323,0.12%
129,130,001617,天弘中证电子ETF联接A,2021-11-15,1.6202,1.6202,-0.27,3.28,6.66,-0.83,15.77,8.61,64.20,125.50,8.54,62.02,10.0603,0.10%
130,131,502053,长盛中证全指证券指数(LOF),2021-11-12,1.0772,1.0772,-0.35,3.91,1.20,5.67,15.75,1.93,37.98,65.06,-2.07,21.60,2.2150,0.12%
131,132,010203,天弘中证科技100指数增强C,2021-11-15,1.2752,1.2752,-0.72,1.41,3.57,1.99,15.70,28.54,,,17.44,27.52,29.8554,0.00%
132,133,012040,鹏华信息C,2021-11-12,1.15,1.15,0.35,2.22,9.42,-0.69,15.69,,,,,15,15,0.00%
133,134,001618,天弘中证电子ETF联接C,2021-11-15,1.5966,1.5966,-0.27,3.27,6.64,-0.89,15.65,8.39,63.55,124.12,8.35,59.66,9.8381,0.00%
134,135,009727,招商中证500等权重指数增强C,2021-11-15,1.2356,1.2356,0.26,3.53,-0.56,-0.40,15.51,,,,21.69,23.56,23.24,0.00%
135,136,005873,建信创业板ETF联接A,2021-11-12,2.1267,2.1267,-0.06,2.12,8.41,1.22,15.43,27.61,104.14,145.63,17.19,112.67,27.1038,0.15%
136,137,002656,南方创业板ETF联接A,2021-11-12,1.6715,1.6715,-0.08,2.19,8.79,1.31,15.41,26.91,103.54,148.59,15.90,67.15,26.3607,0.12%
137,138,161613,融通创业板指数A,2021-11-12,1.5660,2.8780,-0.06,2.42,9.05,0.84,15.40,25.23,100.12,144.79,13.49,289.25,24.7475,0.12%
138,139,007784,广发央企创新驱动ETF联接A,2021-11-15,1.4196,1.4196,-0.69,0.95,-0.03,3.64,15.37,24.30,42.13,,19.08,41.96,23.0332,0.12%
139,140,007785,广发央企创新驱动ETF联接C,2021-11-15,1.4167,1.4167,-0.68,0.95,-0.03,3.62,15.32,24.18,41.85,,18.99,41.67,22.9125,0.00%
140,141,005874,建信创业板ETF联接C,2021-11-12,2.1086,2.1086,-0.06,2.12,8.38,1.13,15.21,27.12,102.54,143.94,16.79,110.86,26.6046,0.00%
141,142,010183,南方创业板ETF联接E,2021-11-12,1.6641,1.6641,-0.08,2.19,8.76,1.20,15.19,26.41,,,15.51,33.73,25.8775,0.00%
142,143,167503,安信中证一带一路主题指数,2021-11-15,1.5860,0.7360,-0.63,-0.50,-3.17,0.19,15.18,31.18,57.24,65.40,25.57,-29.73,29.5453,0.05%
143,144,004343,南方创业板ETF联接C,2021-11-12,1.6744,1.6744,-0.08,2.18,8.76,1.20,15.18,26.40,101.93,145.62,15.50,83.86,25.8664,0.00%
144,145,007796,博时央企创新驱动ETF联接A,2021-11-15,1.3353,1.3353,-0.67,0.91,-0.37,3.85,15.16,23.14,33.54,,18.54,33.53,21.8436,0.12%
145,146,004870,融通创业板指数C,2021-11-12,1.4840,1.5890,-0.07,2.42,9.04,0.68,15.13,24.69,98.58,142.21,13.05,79.01,24.3051,0.00%
146,147,010253,兴银中证500指数增强A,2021-11-12,1.1460,1.1460,0.23,1.42,0.58,-1.78,15.13,,,,,14.60,14.6,0.15%
147,148,009981,万家创业板指数增强A,2021-11-12,1.1393,1.1393,-0.09,2.17,6.78,-0.86,15.01,,,,,13.93,13.93,0.15%
148,149,007792,嘉实央企创新驱动ETF联接A,2021-11-12,1.2890,1.2890,1.05,1.67,1.19,3.93,14.99,22.23,,,18.28,28.90,20.4560,0.12%
149,150,011205,兴银中证500指数增强C,2021-11-12,1.1438,1.1438,0.23,1.42,0.56,-1.84,14.95,,,,,14.38,14.38,0.00%
150,151,007797,博时央企创新驱动ETF联接C,2021-11-15,1.3248,1.3248,-0.67,0.90,-0.41,3.74,14.94,22.67,32.49,,18.15,32.48,21.3870,0.00%
151,152,519034,海富通中证500增强A,2021-11-15,2.2230,2.2230,-0.98,0.76,1.72,0.66,14.88,22.61,81.62,89.84,18.63,122.30,23.1339,0.12%
152,153,007793,嘉实央企创新驱动ETF联接C,2021-11-12,1.2840,1.2840,1.05,1.67,1.17,3.88,14.87,21.97,,,18.08,28.40,20.2135,0.00%
153,154,009982,万家创业板指数增强C,2021-11-12,1.1356,1.1356,-0.10,2.16,6.73,-0.97,14.77,,,,,13.56,13.56,0.00%
154,155,009004,海富通中证500增强C,2021-11-15,2.2138,2.2138,-0.99,0.75,1.70,0.60,14.73,22.32,,,18.38,45.58,22.8381,0.00%
155,156,202025,南方上证380ETF联接A,2021-11-15,2.0878,2.0878,-0.41,1.67,1.19,1.67,14.70,19.83,57.63,76.13,18.17,108.78,18.8425,0.12%
156,157,006440,中信建投中证500增强A,2021-11-12,1.6366,1.6366,0.43,2.12,1.04,1.04,14.66,25.90,,,25.38,63.66,25.0172,0.10%
157,158,008399,华泰柏瑞中证科技ETF联接A,2021-11-15,1.6193,1.6193,-0.37,2.08,5.69,3.77,14.64,22.23,,,14.61,61.93,22.7475,0.10%
158,159,005390,工银创业板ETF联接A,2021-11-12,1.8248,1.8248,-0.07,2.20,8.52,1.04,14.61,24.90,97.02,138.41,14.42,82.48,24.3984,0.10%
159,160,007737,诺德研发创新100,2021-11-12,1.8662,1.8662,0.16,1.39,9.88,0.09,14.54,19.15,81.86,,6.65,86.62,19.4903,0.15%
160,161,161724,招商中证煤炭等权指数(LOF)A,2021-11-15,1.3952,1.0106,-0.70,-4.54,-18.43,-7.55,14.53,52.88,81.45,67.53,28.28,5.52,48.0394,0.10%
161,162,165523,信诚中证信息安全指数(LOF)A,2021-11-12,0.9208,0.6158,1.06,2.63,5.95,-1.62,14.53,-2.36,17.91,46.45,-0.78,-39.49,-2.6660,0.10%
