,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
194,195,012536,万家全球成长一年持有期混合(QDII)C,2021-11-11,1.0328,1.0328,1.43,,4.02,,,,,,,3.28,,0.00%
195,196,013403,华夏恒生科技ETF发起式联接(QDII)C,2021-11-12,1.0427,1.0427,1.32,4.21,3.60,,,,,,,4.27,4.27,0.00%
196,197,012870,易方达纳斯达克100人民币C,2021-11-12,2.4192,2.4192,0.90,-0.86,9.39,5.77,,,,,,5.75,5.752754,0.00%
197,198,013127,汇添富恒生科技指数发起(QDII)A,2021-11-15,1.02,1.02,0.24,5.54,,,,,,,,2,1.76,0.10%
198,199,013172,华夏恒生互联网科技业ETF联接(QDII)C,2021-11-12,1.0350,1.0350,1.16,3.89,4.48,,,,,,,3.50,3.5,0.00%
199,200,012805,广发恒生科技指数(QDII)C,2021-11-15,1.0527,1.0527,0.25,6.19,3.63,5.27,,,,,,5.27,5.01,0.00%
200,201,012752,建信纳斯达克100指数(QDII)人民币C,2021-11-12,1.8245,1.8245,0.86,-0.95,8.49,,,,,,,5.49,5.492917,0.00%
201,202,012209,华夏港股前沿经济混合(QDII)C,2021-11-11,0.9009,0.9009,1.13,0.14,1.95,-4.37,,,,,,-9.91,,0.00%
202,203,013171,华夏恒生互联网科技业ETF联接(QDII)A,2021-11-12,1.0355,1.0355,1.17,3.90,4.51,,,,,,,3.55,3.55,0.12%
203,204,012535,万家全球成长一年持有期混合(QDII)A,2021-11-11,1.0337,1.0337,1.44,,4.08,,,,,,,3.37,,0.15%
204,205,014002,浦银安盛全球智能科技(QDII)C,2021-11-11,1.7098,1.7098,0.77,-0.74,,,,,,,,0.84,,0.00%
