,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
440,441,001214,华泰柏瑞中证500ETF联接A,2021-11-15,0.8730,0.8730,-0.75,1.14,1.25,0.97,12.40,18.89,63.03,76.65,16.80,-12.70,18.3371,0.10%
441,442,006438,博时央调ETF联接A,2021-11-15,1.3527,1.3527,-0.54,1.78,0.90,3.20,12.40,19.32,36.64,35.27,11.75,35.27,18.6736,0.12%
442,443,161025,富国中证移动互联网指数(LOF),2021-11-15,1.0340,1.6990,-0.10,1.77,5.19,1.67,12.39,8.61,64.63,116.53,6.82,58.73,9.1735,0.12%
443,444,007950,招商量化精选股票C,2021-11-15,1.8755,1.8755,-0.09,3.08,-2.26,-3.20,12.37,18.34,87.79,,20.29,89.79,16.8513,0.00%
444,445,009012,平安创业板ETF联接A,2021-11-15,1.7328,1.7328,-0.77,0.61,3.59,1.89,12.37,26.89,,,16.25,73.28,27.6275,0.06%
445,446,008314,上投摩根慧选成长A,2021-11-12,1.9285,1.9285,0.44,2.71,8.23,3.13,12.27,16.61,,,4.41,92.85,14.7029,0.15%
446,447,006087,华泰柏瑞中证500ETF联接C,2021-11-15,0.8756,0.8756,-0.75,1.13,1.23,0.90,12.26,18.60,62.24,77.18,16.56,49.47,18.0359,0.00%
447,448,003299,嘉实物流产业股票C,2021-11-12,2.4190,2.4190,1.09,3.55,2.67,16.97,12.25,21.07,75.29,132.60,18.58,141.90,19.3978,0.00%
448,449,006196,华夏中证央企ETF联接A,2021-11-15,1.3638,1.3638,-0.52,1.77,0.87,3.32,12.25,18.95,36.78,36.38,11.62,36.38,18.2728,0.12%
449,450,010709,安信医药健康股票A,2021-11-15,1.2744,1.2744,0.69,7.11,2.56,8.55,12.21,,,,,27.44,26.57,0.15%
450,451,501036,汇添富中证500A,2021-11-15,1.2744,1.2744,-0.76,1.01,1.06,0.66,12.19,18.03,61.48,73.67,16.69,27.44,17.4625,0.08%
451,452,006439,博时央调ETF联接C,2021-11-15,1.3388,1.3388,-0.53,1.76,0.87,3.10,12.17,18.85,35.55,33.88,11.36,33.88,18.1946,0.00%
452,453,004069,南方中证全指证券公司ETF联接A,2021-11-12,1.1915,1.1915,-0.40,3.85,0.95,5.28,12.16,-2.96,29.22,57.27,-6.12,19.15,-2.6314,0.12%
453,454,163113,申万菱信中证申万证券行业指数,2021-11-12,0.97,2.0089,-0.40,3.83,0.94,5.09,12.15,-6.53,15.15,35.60,-7.72,47.22,-6.2892,0.12%
454,455,009013,平安创业板ETF联接C,2021-11-15,1.7215,1.7215,-0.77,0.60,3.56,1.79,12.15,26.39,,,15.85,72.15,27.1268,0.00%
455,456,006119,银华中证央企结构调整ETF联接,2021-11-15,1.2725,1.2725,-0.50,1.72,0.65,3.28,12.13,19.78,36.01,27.25,11.81,27.25,19.1226,0.12%
456,457,005328,前海开源价值策略股票,2021-11-15,1.6785,1.6785,-0.31,3.10,6.52,-0.86,12.12,25.16,76.70,118.95,10.89,67.85,23.6197,0.15%
457,458,050021,博时创业板ETF联接A,2021-11-15,2.7915,2.7915,-0.78,0.61,3.53,1.69,12.08,26.11,100.86,139.43,15.43,179.12,26.8497,0.08%
458,459,008396,博时中证500ETF联接A,2021-11-15,1.4605,1.4605,-0.73,1.07,1.13,0.93,12.08,18.44,,,15.99,46.05,17.7714,0.12%
459,460,006197,华夏中证央企ETF联接C,2021-11-15,1.3515,1.3515,-0.52,1.76,0.84,3.24,12.07,18.59,35.95,35.15,11.33,35.15,17.9238,0.00%
460,461,501037,汇添富中证500C,2021-11-15,1.2622,1.2622,-0.75,1,1.04,0.59,12.06,17.73,60.67,72.41,16.44,26.22,17.1734,0.00%
461,462,010680,华夏新兴成长股票A,2021-11-12,0.9996,0.9996,0.36,2.88,11.61,2.68,11.96,,,,,-0.04,-0.04,0.15%
462,463,004070,南方中证全指证券公司ETF联接C,2021-11-12,1.1692,1.1692,-0.40,3.84,0.91,5.18,11.94,-3.34,28.20,55.42,-6.45,16.92,-3.0112,0.00%
463,464,010710,安信医药健康股票C,2021-11-15,1.2691,1.2691,0.69,7.11,2.52,8.41,11.93,,,,,26.91,26.04,0.00%
464,465,008397,博时中证500ETF联接C,2021-11-15,1.4523,1.4523,-0.74,1.06,1.10,0.85,11.90,18.07,,,15.68,45.23,17.4238,0.00%
465,466,006502,财通集成电路产业股票A,2021-11-15,2.2427,2.2427,-1.65,5.69,8.55,-2.47,11.88,21.24,71.76,,16.20,124.27,23.2994,0.15%
466,467,008315,上投摩根慧选成长C,2021-11-12,1.9012,1.9012,0.44,2.69,8.15,2.92,11.82,15.69,,,3.69,90.12,13.8034,0.00%
467,468,005035,银华信息科技量化股票发起式A,2021-11-15,1.36,1.36,-0.14,2.63,3.26,-1.72,11.81,11.90,56.68,101.90,9.78,36,12.0813,0.15%
468,469,161718,招商沪深300高贝塔,2021-11-15,1.2286,1.4214,-1.02,0.29,0.87,-2.22,11.77,2.49,37.20,66.63,0.19,39.22,3.0125,0.10%
469,470,010157,汇安中证500增强A,2021-11-12,1.1468,1.1468,0.68,2.82,5.57,0.64,11.74,,,,14.66,14.68,14.6800,0.12%
470,471,160636,鹏华中证移动互联网指数(LOF),2021-11-12,1.0210,1.0450,-0.10,1.79,8.04,-1.16,11.71,4.83,64.25,117.12,2.61,9.99,5.5843,0.12%
471,472,165522,信诚中证TMT产业主题指数(LOF)A,2021-11-12,0.9393,1.6159,0.44,2.47,8.70,-0.71,11.69,1.70,35.96,72.25,2.99,36.43,1.9206,0.10%
472,473,168204,中融中证煤炭指数(LOF),2021-11-15,1.3270,1.3270,-1.04,-3.39,-18.63,-5.36,11.66,51.92,70.21,60.39,37.68,1.47,47.7033,0.00%
473,474,005036,银华信息科技量化股票发起式C,2021-11-15,1.3540,1.3540,-0.15,2.62,3.22,-1.82,11.57,11.46,55.45,100.36,9.41,35.40,11.6509,0.00%
474,475,010681,华夏新兴成长股票C,2021-11-12,0.9939,0.9939,0.36,2.88,11.55,2.51,11.57,,,,,-0.61,-0.61,0.00%
475,476,001416,嘉实事件驱动股票,2021-11-12,1.3750,1.3750,0.51,2.46,6.51,-0.22,11.52,15.84,70.60,131.87,5.04,37.50,15.8382,0.15%
476,477,001236,博时丝路主题股票A,2021-11-15,2.2650,2.2650,-2.37,-1.86,0.31,-1.48,11.52,24.18,119.26,177.91,12.91,126.50,26.7067,0.15%
477,478,010158,汇安中证500增强C,2021-11-12,1.1422,1.1422,0.68,2.81,5.53,0.54,11.51,,,,14.25,14.22,14.2200,0.00%
478,479,110026,易方达创业板ETF联接A,2021-11-15,3.3889,3.3889,-0.79,0.58,3.54,1.54,11.48,24.47,95.30,129.88,14.16,238.89,25.2209,0.12%
479,480,006503,财通集成电路产业股票C,2021-11-15,2.1901,2.1901,-1.66,5.67,8.48,-2.67,11.42,20.26,69.02,,15.38,119.01,22.3223,0.00%
480,481,007028,易方达中证500ETF联接A,2021-11-15,1.5402,1.5402,-0.76,0.99,1.12,0.78,11.37,17.28,59.95,,15.40,54.02,16.7707,0.05%
481,482,010785,博时创业板指数A,2021-11-15,1.1405,1.1405,-0.79,0.48,3.32,0.89,11.37,,,,,14.05,14.96,0.08%
482,483,011042,国泰价值先锋股票A,2021-11-15,1.1099,1.1099,-1.59,0.37,4.26,3.12,11.36,,,,,10.99,12.78,0.15%
483,484,004744,易方达创业板ETF联接C,2021-11-15,3.3534,3.3534,-0.79,0.58,3.52,1.48,11.34,24.16,94.33,127.78,13.91,85.33,24.9150,0.00%
484,485,007029,易方达中证500ETF联接C,2021-11-15,1.5355,1.5355,-0.77,0.99,1.10,0.75,11.31,17.15,59.63,,15.30,53.55,16.6616,0.00%
485,486,006214,平安500ETF联接A,2021-11-12,1.5892,1.5892,0.49,2.15,2.78,0.92,11.27,15.92,53.12,67.41,14.44,58.92,14.6940,0.10%
486,487,002556,博时丝路主题股票C,2021-11-15,2.2260,2.2260,-2.37,-1.85,0.27,-1.59,11.24,23.53,117.17,173.80,12.42,207.03,26.1062,0.00%
487,488,001592,天弘创业板ETF联接基金A,2021-11-15,1.3326,1.3326,-0.80,0.60,3.60,1.38,11.24,24.96,98.22,135.73,14.32,33.26,25.7183,0.10%
488,489,006215,平安500ETF联接C,2021-11-12,1.5841,1.5841,0.49,2.15,2.77,0.89,11.22,15.80,52.80,66.87,14.34,58.41,14.5740,0.00%
489,490,001482,上投摩根新兴服务股票,2021-11-12,2.3485,2.3485,-0.25,1.62,5.86,-2.28,11.18,14.51,95.38,179.25,6.81,134.85,15.0661,0.15%
490,491,001736,圆信永丰优加生活,2021-11-15,3.4640,3.4640,-0.20,3.46,3.28,0.79,11.17,23.01,129.86,166.26,12.21,246.40,22.0893,0.15%
491,492,161022,富国创业板指数(LOF)A,2021-11-15,1.4040,1.8970,-0.78,0.65,3.54,1.45,11.16,24.14,96.50,134.44,13.78,116.93,24.8897,0.12%
492,493,008020,华富中证人工智能产业ETF联接A,2021-11-15,1.0031,1.0031,-0.09,1.93,5.56,0.27,11.16,-0.69,,,3.96,0.31,-0.7120,0.10%
493,494,010391,易方达战略新兴产业股票A,2021-11-15,1.0825,1.0825,-0.67,0.22,3.71,0.66,11.15,,,,,8.25,8.98,0.15%
494,495,003765,广发创业板ETF联接A,2021-11-15,1.8066,1.8066,-0.77,0.61,3.55,1.36,11.13,23.44,91.50,123.31,13.31,80.66,24.1544,0.12%
495,496,001645,国泰大健康股票A,2021-11-12,3.2040,3.7960,1.62,1.52,3.59,2.89,11.13,18.68,101.49,197.75,17.53,294.51,17.8046,0.15%
496,497,001593,天弘创业板ETF联接基金C,2021-11-15,1.3106,1.3106,-0.79,0.59,3.59,1.33,11.12,24.71,97.44,134.29,14.11,31.06,25.4725,0.00%
497,498,000471,富国城镇发展股票,2021-11-15,2.7410,3.2410,-0.29,2.20,6.16,6.41,11.11,22.58,93.71,160.30,13.59,243.99,21.6910,0.15%
498,499,010786,博时创业板指数C,2021-11-15,1.1368,1.1368,-0.79,0.47,3.29,0.76,11.11,,,,,13.68,14.59,0.00%
499,500,008871,大成睿裕六月持有股票A,2021-11-12,1.3277,1.3277,1.08,1.79,5.16,4.82,11.07,9.85,,,8.58,32.77,9.5914,0.15%
500,501,002871,华夏智胜价值成长A,2021-11-12,1.4145,1.4145,0.62,2.87,0.82,-2.37,11.02,22.41,60.57,82.12,22.91,41.45,21.4267,0.15%
501,502,003766,广发创业板ETF联接C,2021-11-15,1.8009,1.8009,-0.77,0.61,3.54,1.31,11.02,23.19,90.73,122.25,13.11,80.09,23.9093,0.00%
502,503,008021,华富中证人工智能产业ETF联接C,2021-11-15,0.9983,0.9983,-0.09,1.93,5.53,0.19,10.98,-0.99,,,3.69,-0.17,-1.0105,0.00%
503,504,000524,上投摩根民生需求股票,2021-11-12,3.2832,3.7222,-0.30,1.45,4.77,-3.58,10.93,15.24,102.92,165.85,7.83,310.54,15.5650,0.15%
504,505,010392,易方达战略新兴产业股票C,2021-11-15,1.0789,1.0789,-0.67,0.21,3.68,0.56,10.93,,,,,7.89,8.62,0.00%
505,506,011043,国泰价值先锋股票C,2021-11-15,1.1038,1.1038,-1.60,0.36,4.20,2.91,10.91,,,,,10.38,12.17,0.00%
506,507,002872,华夏智胜价值成长C,2021-11-12,1.4080,1.4080,0.61,2.86,0.80,-2.44,10.88,22.12,89.73,40.80,22.67,40.80,21.1391,0.00%
507,508,011321,国泰大健康股票C,2021-11-12,3.1930,3.1930,1.59,1.49,3.53,2.77,10.87,,,,,11.22,11.215604,0.00%
508,509,000008,嘉实中证500ETF联接A,2021-11-12,1.9682,2.0342,0.51,2.24,2.86,0.89,10.85,14.66,48.73,62.30,13.93,106.94,13.4605,0.12%
509,510,501030,汇添富中证环境治理指数A,2021-11-15,0.6307,0.6307,1.28,3.53,5.31,8.07,10.84,6.52,18,10.75,14.63,-36.93,4.6379,0.12%
510,511,161118,易方达中小企业100(LOF)A,2021-11-15,1.6247,1.6247,-0.73,0.17,3.07,2.27,10.84,10.60,63.83,90.58,5.91,111.08,11.3409,0.12%
511,512,001396,建信互联网+产业升级股票,2021-11-12,1.4890,1.4890,0.13,2.27,8.85,-2.36,10.79,23.67,95.15,158.06,16.78,48.90,24.0833,0.15%
512,513,002311,创金合信中证500指数增强A,2021-11-12,1.3264,1.5470,0.65,1.79,2.75,-1.01,10.79,16.84,68.27,91.87,14.36,55.90,15.8315,0.15%
513,514,008872,大成睿裕六月持有股票C,2021-11-12,1.3162,1.3162,1.08,1.78,5.10,4.67,10.73,9.19,,,8.01,31.62,8.9299,0.00%
514,515,163110,申万菱信量化小盘股票(LOF)A,2021-11-12,2.4237,3.5073,0.38,2.32,0.92,-1.19,10.72,14.21,58.58,89.56,13.05,310.77,14.8945,0.15%
515,516,002316,创金合信中证500指数增强C,2021-11-12,1.3269,1.5477,0.65,1.79,2.74,-1.04,10.72,16.72,67.93,91.05,14.26,55.96,15.7116,0.00%
516,517,011610,华泰柏瑞科创板50ETF联接A,2021-11-15,1.1145,1.1145,-0.50,2.14,4.71,-7.07,10.71,,,,,11.45,12.01,0.10%
517,518,070039,嘉实中证500ETF联接C,2021-11-12,1.5428,1.5428,0.51,2.23,2.83,0.79,10.63,14.21,47.57,61.23,13.54,54.28,13.0174,0.00%
518,519,006048,长城中证500指数增强A,2021-11-15,1.7058,1.7058,-0.36,1.08,-2.49,-3.84,10.62,25.34,72.53,94.15,21.67,70.58,24.3553,0.12%
519,520,501031,汇添富中证环境治理指数C,2021-11-15,0.6255,0.6255,1.28,3.53,5.29,7.96,10.61,6.09,17.07,9.76,14.23,-37.45,4.2363,0.00%
520,521,000826,广发百发100指数A,2021-11-15,1.6690,2.0290,-1.07,0.54,1.58,-1.24,10.60,12.77,52.42,113.15,8.66,113.62,13.8326,0.12%
521,522,165525,信诚中证基建工程指数(LOF)A,2021-11-12,0.7608,0.7688,-0.41,1.81,-1.08,3.79,10.58,6.70,8.53,-3.94,13.38,-23.28,5.9610,0.10%
522,523,011611,华泰柏瑞科创板50ETF联接C,2021-11-15,1.1126,1.1126,-0.50,2.15,4.69,-7.13,10.57,,,,,11.26,11.82,0.00%
523,524,001351,诺安中证500指数增强A,2021-11-15,1.1041,1.1041,-1.35,1.12,1.15,1.40,10.56,17.71,65.19,73.60,11.84,10.41,17.8477,0.12%
524,525,001052,华夏中证500ETF联接A,2021-11-12,0.8070,0.8070,0.51,2.20,2.79,0.79,10.55,14.79,48.89,62.70,13.31,-19.30,13.5820,0.12%
525,526,000827,广发百发100指数E,2021-11-15,1.6660,2.0260,-1.07,0.54,1.59,-1.24,10.55,12.80,52.42,113.04,8.60,113.27,13.7838,0.06%
526,527,001409,工银互联网加股票,2021-11-12,0.7370,0.7370,0.55,1.94,7.43,-2.51,10.49,20.23,96.53,171.96,7.75,-26.30,21.4168,0.15%
527,528,162107,金鹰量化精选股票(LOF),2021-11-12,1.0683,1.0683,0.13,0.59,3.73,-0.98,10.48,17.33,42.10,72.20,7.10,72.34,16.3979,0.15%
528,529,007413,长城中证500指数增强C,2021-11-15,1.6833,1.6833,-0.37,1.07,-2.51,-3.91,10.46,24.98,71.33,,21.36,80.57,23.9909,0.00%
529,530,001637,嘉实腾讯自选股大数据策略股票,2021-11-12,1.8810,1.8810,0.21,1.40,0.16,-3.34,10.45,22.94,73.52,121.55,18.90,88.10,22.1429,0.15%
530,531,160137,南方中证互联网指数(LOF),2021-11-15,1.0559,1.0559,0.46,3.07,5.74,3.64,10.39,3.96,37.34,67.80,4.73,14.66,3.5666,0.12%
531,532,010355,诺安中证500指数增强C,2021-11-15,1.0997,1.0997,-1.36,1.11,1.10,1.29,10.36,17.25,,,11.47,17.36,17.4197,0.00%
532,533,006382,华夏中证500ETF联接C,2021-11-12,0.7973,0.7973,0.50,2.20,2.76,0.68,10.34,14.34,47.65,61.07,12.92,53.33,13.1243,0.00%
533,534,006682,景顺长城中证500增强,2021-11-12,1.6044,1.6044,0.19,1.54,-0.65,-2.98,10.32,22.90,73.15,,20.20,60.44,21.3983,0.15%
534,535,009341,易方达均衡成长股票,2021-11-15,1.3120,1.3120,-0.41,0.88,-0.29,1.31,10.22,21.03,,,9.12,31.20,20.2666,0.15%
535,536,162510,国联安中小综指(LOF),2021-11-12,1.1590,1.9470,0.70,2.84,6.04,1.13,10.17,5.08,37.32,54.12,5.17,109.82,4.6029,0.12%
536,537,009608,广发中证500指数增强A,2021-11-15,1.1492,1.1492,-0.86,1.40,-0.14,-1.89,10.17,15.77,,,13.24,14.92,15.3089,0.15%
537,538,161123,易方达中证万得并购重组(LOF),2021-11-15,1.3010,0.5243,-0.35,0.74,-3.09,0.61,10.16,9.46,47.22,59.70,8.61,-46.56,8.6099,0.10%
538,539,000803,工银研究精选股票,2021-11-12,3.50,3.50,-0.17,2.25,0.55,2.64,10.10,25.27,137.13,201.98,11.79,250,24.3781,0.15%
539,540,009069,大成睿鑫股票A,2021-11-12,1.1459,1.1459,1.17,2.23,5.33,6.64,10.09,8.49,,,6.14,14.59,8.6573,0.15%
540,541,000991,工银战略转型股票A,2021-11-12,3.6360,3.6360,0.06,5.03,1.59,-1.68,10.05,23.55,171.95,251.30,18.28,263.60,23.3797,0.15%
541,542,000962,天弘中证500ETF联接A,2021-11-15,1.2903,1.2903,-0.75,0.95,0.95,0.38,10.01,15.44,53.17,64.71,13.66,29.03,14.9107,0.10%
542,543,012116,中银创业板ETF发起联接A,2021-11-15,1.1385,1.1385,-0.81,0.49,3.32,0.90,9.98,,,,,13.85,14.78,0.10%
543,544,009609,广发中证500指数增强C,2021-11-15,1.1441,1.1441,-0.87,1.39,-0.17,-2,9.95,15.29,,,12.84,14.41,14.8358,0.00%
544,545,162711,广发中证500ETF联接A,2021-11-15,1.5898,1.5898,-0.76,1.01,1.13,0.30,9.94,14.53,48.41,56.80,13.28,58.98,14.0214,0.12%
545,546,501069,华宝标普中国A股质量价值,2021-11-15,1.5467,1.5467,0.76,3.55,4.77,3.85,9.94,7.63,53.61,,7.22,54.65,5.7964,0.10%
546,547,164809,工银中证500ETF联接A,2021-11-12,1.2845,1.6167,0.49,2.18,2.72,0.52,9.93,13.25,45.91,60.77,12.39,73.47,12.0953,0.10%
547,548,005919,天弘中证500ETF联接C,2021-11-15,1.3130,1.3130,-0.76,0.95,0.93,0.33,9.90,15.21,52.55,63.72,13.45,31.30,14.6845,0.00%
548,549,001241,国寿安保中证500ETF联接,2021-11-12,0.7101,0.7101,0.50,2.20,2.72,0.61,9.87,14.33,46.99,62.46,13.42,-29,13.1273,0.12%
549,550,009070,大成睿鑫股票C,2021-11-12,1.1402,1.1402,1.17,2.23,5.30,6.53,9.87,8.06,,,5.78,14.02,8.2297,0.00%
550,551,217019,招商深证TMT50ETF联接A,2021-11-15,2.1951,2.1951,-0.10,1.61,5.56,1.96,9.86,8.67,56.89,106.25,6.51,119.51,9.5146,0.15%
551,552,002906,南方中证500量化增强A,2021-11-15,1.4150,1.4150,-1.53,0.14,0.43,-2.95,9.86,12.21,58.99,70.28,6.63,41.50,12.7943,0.15%
552,553,660011,农银中证500指数,2021-11-12,1.7859,1.7859,0.49,2.19,2.67,0.52,9.85,12.64,43.02,55.39,11.72,78.59,11.5142,0.15%
553,554,002903,广发中证500ETF联接C,2021-11-15,1.2652,1.2652,-0.77,1,1.11,0.25,9.83,14.29,47.82,55.87,13.09,26.52,13.7986,0.00%
554,555,012117,中银创业板ETF发起联接C,2021-11-15,1.1369,1.1369,-0.81,0.50,3.31,0.85,9.83,,,,,13.69,14.62,0.00%
555,556,005223,广发中证基建工程ETF联接A,2021-11-15,0.8157,0.8157,-0.45,0.98,-0.32,3.37,9.81,8.51,14.84,3.01,13.69,-18.43,7.0691,0.10%
556,557,001455,景顺长城中证500ETF联接,2021-11-12,1.0350,1.0350,0.49,2.17,2.68,0.10,9.76,13.36,51.98,66.94,12.26,3.50,12.1343,0.12%
557,558,006783,红土创新中证500增强A,2021-11-15,1.6622,1.6622,0.11,1.28,-1.69,-2.04,9.75,19.50,67.68,,18.53,66.22,18.1779,0.12%
558,559,011473,工银战略转型股票C,2021-11-12,3.6230,3.6230,0.03,5.01,1.54,-1.82,9.75,,,,,12.69,12.690513,0.00%
559,560,160119,南方中证500ETF联接A,2021-11-15,1.8710,1.9710,-0.77,0.96,1.02,0.22,9.71,14.14,50.16,59.33,12.59,104.35,13.6315,0.12%
560,561,008928,泰达消费红利指数A,2021-11-15,1.7547,1.7547,0.25,0.55,3.42,8.31,9.71,18.56,,,12.86,75.47,16.0676,0.12%
561,562,005224,广发中证基建工程ETF联接C,2021-11-15,0.8116,0.8116,-0.45,0.97,-0.33,3.32,9.69,8.29,14.39,2.60,13.49,-18.84,6.8685,0.00%
562,563,002907,南方中证500量化增强C,2021-11-15,1.3950,1.3950,-1.48,0.14,0.43,-3.06,9.67,11.78,57.81,68.28,6.25,39.50,12.2918,0.00%
563,564,004192,招商中证500指数A,2021-11-15,1.4415,1.4415,-0.57,1.46,-0.39,-0.80,9.64,12.21,59.72,73.22,11.68,44.15,11.4982,0.12%
564,565,004409,招商深证TMT50ETF联接C,2021-11-15,2.1613,2.1613,-0.10,1.60,5.53,1.86,9.63,8.24,55.65,103.80,6.13,43.99,9.0749,0.00%
565,566,006784,红土创新中证500增强C,2021-11-15,1.6497,1.6497,0.10,1.27,-1.71,-2.11,9.59,19.14,66.74,,18.22,64.97,17.8321,0.00%
566,567,008929,泰达消费红利指数C,2021-11-15,1.7476,1.7476,0.25,0.55,3.40,8.24,9.57,18.26,,,12.60,74.76,15.7800,0.00%
567,568,700002,平安深证300指数增强,2021-11-15,2.9770,3.0570,-0.53,0.13,1.19,1.36,9.53,18.37,81.86,134.59,9.85,220.69,18.2070,0.12%
568,569,011608,易方达科创板50ETF联接A,2021-11-15,1.1082,1.1082,-0.50,2.15,4.80,-7.19,9.52,,,,,10.82,11.38,0.06%
569,570,004348,南方中证500ETF联接C,2021-11-15,1.8450,1.9450,-0.77,0.96,0.99,0.12,9.50,13.69,48.97,57.44,12.20,16.86,13.1848,0.00%
570,571,011609,易方达科创板50ETF联接C,2021-11-15,1.1075,1.1075,-0.49,2.15,4.80,-7.20,9.47,,,,,10.75,11.3,0.00%
571,572,004193,招商中证500指数C,2021-11-15,1.4278,1.4278,-0.56,1.46,-0.43,-0.90,9.43,11.76,58.45,71.14,11.29,42.78,11.0518,0.00%
572,573,161017,富国中证500指数增强(LOF)A,2021-11-15,2.51,2.8790,-0.59,0.80,-0.67,-2.68,9.42,19.07,59.26,75.68,13.99,211.13,18.6003,0.15%
573,574,006611,人保中证500指数,2021-11-15,1.6949,1.6949,-0.74,0.92,0.73,-0.01,9.34,13.52,53.11,,11.97,69.49,13.0495,0.06%
574,575,001556,天弘中证500指数增强A,2021-11-15,1.4223,1.4223,-0.77,1.06,-1.92,-3.44,9.32,21.92,83.17,106.34,15.78,42.23,21.3838,0.15%
575,576,590007,中邮中证500指数增强A,2021-11-12,1.4164,1.9264,0.43,1.43,0.67,-1.91,9.26,7.76,49.25,67.23,7.07,110.87,7.2299,0.15%
576,577,008112,中泰中证500指数增强A,2021-11-15,1.5121,1.5121,-0.64,0.87,-0.68,-1.65,9.25,15.49,,,12.68,51.21,15.0786,0.10%
577,578,900029,中信证券量化优选A,2021-11-12,1.3687,2.3677,0.84,2.21,5.06,-3.20,9.16,19.74,,,8.53,58.93,20.3782,0.10%
578,579,001557,天弘中证500指数增强C,2021-11-15,1.3938,1.3938,-0.78,1.05,-1.94,-3.51,9.15,21.55,82.08,104.34,15.48,39.38,21.0322,0.00%
579,580,003624,创金合信资源股票发起式A,2021-11-12,2.4963,2.4963,-0.31,2.19,-1.58,-9.74,9.14,44.35,181.78,193.10,23.10,149.63,41.3694,0.15%
580,581,000867,华宝品质生活股票,2021-11-15,2.1920,2.2420,0.27,1.29,2.29,-0.54,9.11,23.35,97.48,166.02,9.76,126.72,22.4650,0.15%
581,582,008124,中邮中证500指数增强C,2021-11-12,1.4285,1.4285,0.42,1.43,0.64,-1.99,9.09,7.44,,,6.79,42.85,6.9076,0.00%
582,583,008113,中泰中证500指数增强C,2021-11-15,1.5004,1.5004,-0.64,0.86,-0.71,-1.76,9.02,15.03,,,12.27,50.04,14.6186,0.00%
583,584,006909,华夏战略新兴成指ETF联接A,2021-11-12,2.3143,2.3143,0.17,1.66,4.37,-4.64,8.94,20.75,100.95,,8.12,131.43,20.9206,0.12%
584,585,001036,嘉实企业变革股票,2021-11-12,1.9310,1.9310,0.99,1.21,4.83,-2.82,8.91,18.32,83.73,142.28,9.41,93.10,17.8877,0.15%
585,586,164908,交银中证环境治理(LOF)A,2021-11-15,0.5521,,1.28,3.56,5.36,7.83,8.90,4.37,12.67,1.86,12.44,-44.79,2.2702,0.12%
586,587,011457,新华行业龙头主题股票,2021-11-12,1.1007,1.1007,1.17,2.22,0.09,-6.41,8.87,,,,,10.07,10.07,0.15%
587,588,003625,创金合信资源股票发起式C,2021-11-12,2.4321,2.4321,-0.31,2.17,-1.63,-9.86,8.86,43.63,179.07,191.20,22.56,143.21,40.6733,0.00%
588,589,007593,鹏扬中证500质量成长指数A,2021-11-15,1.7808,1.7808,-0.23,1.29,-0.77,0.82,8.86,20.05,80.63,,19.73,78.08,19.7357,0.12%
589,590,007853,华商计算机行业量化股票,2021-11-15,1.2982,1.2982,-0.31,2.13,3.33,-1.02,8.85,3.48,29.90,,-1.29,29.82,3.2427,0.15%
590,591,006910,华夏战略新兴成指ETF联接C,2021-11-12,2.2974,2.2974,0.17,1.65,4.34,-4.71,8.77,20.39,99.74,,7.84,129.74,20.5605,0.00%
591,592,001938,中欧时代先锋股票A,2021-11-15,1.8638,3.1886,-1.71,-2.65,0.98,-4.69,8.74,22.45,82.98,163.81,10.09,341.37,22.7957,0.15%
592,593,002387,工银沪港深股票A,2021-11-12,1.4557,1.5237,1.25,2.75,4.62,-3.01,8.73,8.07,33.70,43.42,1.54,54.46,6.0852,0.15%
593,594,900030,中信证券量化优选C,2021-11-12,1.3528,2.3518,0.84,2.19,4.99,-3.40,8.73,18.78,,,7.78,57.08,19.4314,0.00%
594,595,007885,中融中证500ETF联接A,2021-11-15,1.3304,1.3304,-0.72,0.85,0.81,-0.05,8.73,12.98,,,12.06,33.04,12.5567,0.10%
595,596,007994,华夏中证500指数增强A,2021-11-15,1.7473,1.7473,-0.95,1.35,-1.93,-3.09,8.72,27.50,,,24.73,74.73,27.4086,0.12%
596,597,011236,上投摩根行业睿选股票A,2021-11-12,1.1022,1.1022,0.40,2.05,5.35,-3.58,8.70,,,,,10.22,10.22,0.15%
597,598,007594,鹏扬中证500质量成长指数C,2021-11-15,1.7628,1.7628,-0.23,1.28,-0.80,0.72,8.64,19.58,79.04,,19.32,76.28,19.2723,0.00%
598,599,007886,中融中证500ETF联接C,2021-11-15,1.3262,1.3262,-0.73,0.84,0.80,-0.10,8.63,12.74,,,11.86,32.62,12.3360,0.00%
599,600,376510,上投摩根大盘蓝筹股票,2021-11-12,3.4033,3.4033,0.56,0.06,4.22,-3.03,8.52,17.97,84.66,149.88,8.01,240.33,17.5985,0.15%
600,601,007995,华夏中证500指数增强C,2021-11-15,1.7360,1.7360,-0.96,1.34,-1.97,-3.20,8.50,26.99,,,24.30,73.60,26.9133,0.00%
601,602,000978,景顺长城量化精选股票,2021-11-12,1.9190,1.9720,0.21,1.27,-2.39,-4,8.48,20.62,62.21,75.41,18.53,100.03,19.4151,0.15%
602,603,001714,工银文体产业股票A,2021-11-12,3.6830,3.8720,-0.11,0.82,6.85,0.71,8.48,19.93,115.38,210.88,11.30,316.27,18.8448,0.15%
