,基金代码,基金简称,2021-12-06-单位净值,2021-12-06-累计净值,2021-12-03-单位净值,2021-12-03-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
11893,013756,中银证券内需增长混合C,,,1.0124,1.0124,,,暂停申购,暂停赎回,0.00%
11894,013108,华夏先进制造龙头混合C,,,1.0123,1.0123,,,封闭期,封闭期,0.00%
11895,008651,博时富进一年期定开债发起式,,,1.0121,1.0610,,,暂停申购,暂停赎回,0.60%
11896,009451,中金新盛1年定开债,,,1.0121,1.0361,,,暂停申购,暂停赎回,0.60%
11897,010502,财通裕泰87个月定开债,,,1.0121,1.0421,,,暂停申购,暂停赎回,0.80%
11898,008014,天弘鑫利三年定开,,,1.0120,1.0643,,,暂停申购,暂停赎回,0.05%
11899,008560,中邮淳悦39个月定开债A,,,1.0119,1.0429,,,暂停申购,暂停赎回,0.75%
11900,010627,淳厚安心87个月定开债,,,1.0118,1.0398,,,暂停申购,暂停赎回,0.60%
11901,012910,平安盈盛稳健配置三个月持有债券(FOF)C,,,1.0117,1.0117,,,开放申购,开放赎回,0.00%
11902,012786,鹏华品质精选混合C,,,1.0117,1.0117,,,暂停申购,暂停赎回,0.00%
11903,005783,创金合信汇益纯债一年定开债C,,,1.0116,1.1729,,,暂停申购,暂停赎回,0.00%
11904,006378,广发汇宏6个月定开债,,,1.0116,1.0607,,,暂停申购,暂停赎回,0.80%
11905,008615,浙商汇金聚泓两年定开债A,,,1.0116,1.0336,,,暂停申购,暂停赎回,0.06%
11906,004274,浦银安恒回报定开混合A,,,1.0115,1.3280,,,暂停申购,暂停赎回,0.12%
11907,009373,浦银安盛嘉和稳健一年持有混合(FOF)C,,,1.0114,1.0114,,,开放申购,暂停赎回,0.00%
11908,008225,金元顺安泓丰87个月定开债C,,,1.0113,1.0383,,,暂停申购,暂停赎回,0.00%
11909,013189,嘉实稳健添利一年持有混合,,,1.0113,1.0113,,,封闭期,封闭期,0.80%
11910,008105,中金鑫裕1年定开债C,,,1.0112,1.0541,,,暂停申购,暂停赎回,0.00%
11911,009756,华宝宝利定开债券,,,1.0112,1.0542,,,暂停申购,暂停赎回,0.60%
11912,010463,鹏扬淳稳66个月定开债A,,,1.0112,1.0412,,,暂停申购,暂停赎回,0.30%
11913,008614,浙商汇金安享66个月定期C,,,1.0111,1.0351,,,暂停申购,暂停赎回,0.00%
11914,010485,中航瑞晨87个月定开债A,,,1.0111,1.0411,,,暂停申购,暂停赎回,0.30%
11915,012077,易方达悦夏一年持有混合A,,,1.0111,1.0111,,,暂停申购,暂停赎回,0.08%
11916,003565,博时安诚3个月定开债C,,,1.0110,1.11,,,封闭期,封闭期,0.00%
11917,003564,博时安诚3个月定开债A,,,1.0110,1.1330,,,封闭期,封闭期,0.06%
11918,009544,申万菱信安泰富利三年定开C,,,1.0110,1.0370,,,暂停申购,暂停赎回,0.00%
11919,009906,诺德安瑞39个月定开,,,1.0110,1.0410,,,暂停申购,暂停赎回,0.045%
11920,008818,汇安恒鑫12个月定开纯债债券,,,1.0110,1.0406,,,暂停申购,暂停赎回,0.80%
11921,010632,工银瑞达一年定开纯债发起式,,,1.0110,1.0315,,,暂停申购,暂停赎回,0.40%
11922,011591,民生加银稳健配置9个月持有混合(FOF),,,1.0110,1.0110,,,开放申购,暂停赎回,0.06%
11923,007360,易方达中短期美元债(QDII)A人民币,,,1.0109,1.0109,,,限大额,开放赎回,0.05%
11924,008047,中融睿嘉39个月定开债C,,,1.0107,1.0607,,,暂停申购,暂停赎回,0.00%
11925,009583,淳厚安裕87个月定开债,,,1.0107,1.0507,,,暂停申购,暂停赎回,0.60%
11926,007723,鹏华锦润86个月定开债,,,1.0106,1.0506,,,暂停申购,暂停赎回,0.40%
11927,010486,中航瑞晨87个月定开债C,,,1.0106,1.0406,,,暂停申购,暂停赎回,0.00%
11928,010295,红塔红土盛兴39个月定开债C,,,1.0106,1.0206,,,封闭期,封闭期,0.00%
11929,013345,富荣信息技术混合A,,,1.0106,1.0106,,,暂停申购,暂停赎回,0.15%
11930,012971,东吴消费成长混合A,,,1.0106,1.0106,,,暂停申购,暂停赎回,0.15%
11931,008386,前海联合泓旭定开债券,,,1.0105,1.0405,,,暂停申购,暂停赎回,0.80%
11932,009553,财通资管丰乾39个月定开债C,,,1.0105,1.0405,,,暂停申购,暂停赎回,0.00%
11933,012025,兴业聚兴混合A,,,1.0104,1.0104,,,暂停申购,暂停赎回,0.08%
11934,008826,天弘成享一年定开,,,1.0103,1.0490,,,暂停申购,暂停赎回,0.08%
11935,008669,方正富邦禾利39个月定开债A,,,1.0102,1.0402,,,暂停申购,暂停赎回,0.60%
11936,009673,嘉合慧康63个月定开债券A,,,1.0102,1.0462,,,暂停申购,暂停赎回,0.05%
11937,010607,新沃安鑫87个月定开债,,,1.0102,1.0102,,,封闭期,封闭期,0.40%
11938,013029,嘉实鑫泰一年持有混合A,,,1.0102,1.0102,,,暂停申购,暂停赎回,0.08%
11939,013346,富荣信息技术混合C,,,1.0102,1.0102,,,暂停申购,暂停赎回,0.00%
11940,008730,天弘纯享一年定开,,,1.0101,1.0421,,,暂停申购,暂停赎回,0.80%
11941,009323,博时富通一年定开债发起式,,,1.0101,1.0301,,,暂停申购,暂停赎回,0.80%
11942,011721,易方达悦信一年持有混合C,,,1.0101,1.0101,,,封闭期,封闭期,0.00%
11943,012301,易方达核心智造混合,,,1.0101,1.0101,,,暂停申购,暂停赎回,0.00%
11944,013297,嘉合磐固一年定开纯债债券发起式,,,1.0101,1.0101,,,暂停申购,暂停赎回,0.60%
11945,008608,广发汇浦三年定期开放债券,,,1.0098,1.0418,,,暂停申购,暂停赎回,0.60%
11946,013147,汇添富碳中和主题混合A,,,1.0098,1.0098,,,暂停申购,暂停赎回,0.15%
11947,012026,兴业聚兴混合C,,,1.0098,1.0098,,,暂停申购,暂停赎回,0.00%
11948,012972,东吴消费成长混合C,,,1.0097,1.0097,,,暂停申购,暂停赎回,0.00%
11949,002905,博时安仁一年定开发起式债券C,,,1.0096,1.1447,,,封闭期,封闭期,0.00%
11950,013030,嘉实鑫泰一年持有混合C,,,1.0094,1.0094,,,暂停申购,暂停赎回,0.00%
11951,006096,中金浙金6个月定开债,,,1.0093,1.1412,,,封闭期,封闭期,0.08%
11952,012342,广发瑞泽精选混合A,,,1.0093,1.0093,,,封闭期,封闭期,1.50%
11953,007680,中加享利三年债券,,,1.0092,1.0682,,,暂停申购,暂停赎回,0.40%
11954,009894,前海开源惠盈39个月定开债券,,,1.0092,1.0418,,,暂停申购,暂停赎回,0.06%
11955,009524,宝盈聚福39个月定开债C,,,1.0091,1.0391,,,暂停申购,暂停赎回,0.00%
11956,012078,易方达悦夏一年持有混合C,,,1.0091,1.0091,,,暂停申购,暂停赎回,0.00%
11957,013561,中融匠心优选混合A,,,1.0091,1.0091,,,暂停申购,暂停赎回,0.15%
11958,970023,天风天盈一年定开混合,,,1.0091,1.0091,,,暂停申购,暂停赎回,1.00%
11959,002877,华夏大中华信用债A,,,1.0090,1.1250,,,限大额,开放赎回,0.08%
11960,007563,兴银汇逸定开债,,,1.0090,1.0880,,,暂停申购,暂停赎回,0.60%
11961,012821,易方达悦丰一年持有期混合A,,,1.0090,1.0090,,,封闭期,封闭期,1.00%
11962,012343,广发瑞泽精选混合C,,,1.0090,1.0090,,,封闭期,封闭期,0.00%
11963,008316,蜂巢添跃66个月定开债,,,1.0089,1.0349,,,封闭期,封闭期,0.04%
11964,009679,浙商惠隆39个月定开债券,,,1.0089,1.0424,,,暂停申购,暂停赎回,0.045%
11965,007957,华宝宝惠债券,,,1.0088,1.0638,,,暂停申购,暂停赎回,0.60%
11966,008561,中邮淳悦39个月定开债C,,,1.0088,1.0398,,,暂停申购,暂停赎回,0.00%
11967,009699,长信浦瑞87个月定开债券,,,1.0088,1.0483,,,暂停申购,暂停赎回,0.06%
11968,009674,嘉合慧康63个月定开债券C,,,1.0087,1.0447,,,暂停申购,暂停赎回,0.00%
11969,009816,大摩丰裕63个月开放债券,,,1.0087,1.0387,,,暂停申购,暂停赎回,0.03%
11970,003387,工银全球美元债C,,,1.0086,1.0086,,,限大额,开放赎回,0.00%
11971,009303,恒生前海恒颐五年定开债A,,,1.0086,1.0387,,,暂停申购,暂停赎回,0.04%
11972,012948,兴证全球恒利一年定开债券,,,1.0086,1.0086,,,暂停申购,暂停赎回,0.60%
11973,013148,汇添富碳中和主题混合C,,,1.0085,1.0085,,,暂停申购,暂停赎回,0.00%
11974,002750,工银泰享三年理财债券,,,1.0084,1.1608,,,暂停申购,暂停赎回,0.04%
11975,009304,恒生前海恒颐五年定开债C,,,1.0084,1.0377,,,暂停申购,暂停赎回,0.00%
11976,013265,鹏扬淳熙一年定开债发起式,,,1.0084,1.0084,,,封闭期,封闭期,0.40%
11977,013562,中融匠心优选混合C,,,1.0084,1.0084,,,暂停申购,暂停赎回,0.00%
11978,013143,富国安诚回报12个月持有期混合A,,,1.0084,1.0084,,,封闭期,封闭期,1.20%
11979,011663,华安研究驱动混合A,,,1.0083,1.0083,,,暂停申购,暂停赎回,0.15%
11980,011605,交银招享一年持有混合(FOF)A,,,1.0081,1.0081,,,开放申购,暂停赎回,0.04%
11981,008215,华安鑫福定开债C,,,1.0080,1.0580,,,暂停申购,暂停赎回,0.00%
11982,012822,易方达悦丰一年持有期混合C,,,1.0080,1.0080,,,封闭期,封闭期,0.00%
11983,009295,民生睿智一年定开债,,,1.0079,1.0079,,,暂停申购,暂停赎回,0.80%
11984,011619,鹏扬淳兴三个月定期开放债券A,,,1.0079,1.0079,,,暂停申购,暂停赎回,0.60%
11985,011822,易方达产业升级一年封闭混合A,,,1.0079,1.0079,,,暂停申购,暂停赎回,0.15%
11986,013144,富国安诚回报12个月持有期混合C,,,1.0079,1.0079,,,暂停申购,暂停赎回,0.00%
11987,006552,广发汇兴3个月定期开放债券,,,1.0078,1.1196,,,暂停申购,暂停赎回,0.08%
11988,008130,广发汇优66个月定期开放债券,,,1.0077,1.0694,,,暂停申购,暂停赎回,0.60%
11989,008670,方正富邦禾利39个月定开债C,,,1.0077,1.0377,,,暂停申购,暂停赎回,0.00%
11990,010758,国投瑞银顺景一年定开债,,,1.0077,1.0077,,,封闭期,封闭期,0.60%
11991,004801,浦银安盛安久回报定开混合A,,,1.0076,1.2001,,,暂停申购,暂停赎回,0.12%
11992,006795,国泰裕祥三个月定开债,,,1.0075,1.0865,,,暂停申购,暂停赎回,0.60%
11993,007478,中加恒泰定开债券,,,1.0075,1.0660,,,暂停申购,暂停赎回,0.80%
11994,011620,鹏扬淳兴三个月定期开放债券C,,,1.0075,1.0075,,,暂停申购,暂停赎回,0.00%
11995,012913,方正富邦趋势领航混合A,,,1.0075,1.0075,,,暂停申购,暂停赎回,0.15%
11996,011805,嘉实优质核心两年持有混合A,,,1.0073,1.0073,,,暂停申购,暂停赎回,0.15%
11997,005772,工银瑞景定开发起式债券,,,1.0072,1.1291,,,暂停申购,暂停赎回,0.40%
11998,011664,华安研究驱动混合C,,,1.0072,1.0072,,,暂停申购,暂停赎回,0.00%
11999,013365,汇添富产业升级混合A,,,1.0072,1.0072,,,暂停申购,暂停赎回,0.15%
12000,011606,交银招享一年持有混合(FOF)C,,,1.0070,1.0070,,,开放申购,暂停赎回,0.00%
12001,012296,银河兴益一年定开债券,,,1.0069,1.0069,,,封闭期,封闭期,0.60%
12002,012796,汇安裕兴12个月定开纯债债券,,,1.0069,1.0069,,,暂停申购,暂停赎回,0.80%
12003,009225,天弘中证中美互联网(QDII)A,,,1.0068,1.0068,,,开放申购,开放赎回,0.10%
12004,013419,交银裕景纯债一年定开债,,,1.0068,1.0068,,,暂停申购,暂停赎回,0.80%
12005,011750,博时恒兴一年定开混合A,,,1.0067,1.0067,,,封闭期,封闭期,0.10%
12006,007517,博时富淳3个月定开债,,,1.0066,1.0970,,,暂停申购,暂停赎回,0.80%
12007,013569,天弘永利优佳混合A,,,1.0066,1.0066,,,暂停申购,暂停赎回,0.10%
12008,011806,嘉实优质核心两年持有混合C,,,1.0066,1.0066,,,暂停申购,暂停赎回,0.00%
12009,013366,汇添富产业升级混合C,,,1.0066,1.0066,,,暂停申购,暂停赎回,0.00%
12010,005718,长信富瑞两年定开债券A,,,1.0065,1.0795,,,暂停申购,暂停赎回,0.08%
12011,005784,创金合信汇誉六个月定开债A,,,1.0064,1.1813,,,暂停申购,暂停赎回,0.08%
12012,011823,易方达产业升级一年封闭混合C,,,1.0064,1.0064,,,暂停申购,暂停赎回,0.00%
12013,012338,中信建投双鑫债券A,,,1.0064,1.0064,,,封闭期,封闭期,0.80%
12014,013353,鹏华上华一年持有期混合A,,,1.0063,1.0063,,,封闭期,封闭期,0.80%
12015,010751,宝盈优质成长混合A,,,1.0062,1.0062,,,暂停申购,暂停赎回,0.15%
12016,008161,广发汇达3个月定期开放债券,,,1.0061,1.0471,,,暂停申购,暂停赎回,0.80%
12017,009814,泰达宏利乐盈66个月定开债A,,,1.0061,1.0481,,,暂停申购,暂停赎回,0.08%
12018,506008,长城科创两年定开混合A,,,1.0060,1.0060,,,暂停申购,暂停赎回,0.15%
12019,012339,中信建投双鑫债券C,,,1.0060,1.0060,,,封闭期,封闭期,0.00%
12020,007428,长信富瑞两年定开债券C,,,1.0059,1.0736,,,暂停申购,暂停赎回,0.00%
12021,013321,博时恒盈稳健一年持有期混合A,,,1.0059,1.0059,,,封闭期,封闭期,1.00%
12022,013570,天弘永利优佳混合C,,,1.0059,1.0059,,,暂停申购,暂停赎回,0.00%
12023,012914,方正富邦趋势领航混合C,,,1.0059,1.0059,,,暂停申购,暂停赎回,0.00%
12024,007585,工银瑞弘3个月定开债,,,1.0058,1.0694,,,暂停申购,暂停赎回,0.40%
12025,008362,广发汇成一年定期开放债券,,,1.0058,1.0388,,,暂停申购,暂停赎回,0.60%
12026,008231,海富通裕通30个月定开债,,,1.0058,1.0542,,,暂停申购,暂停赎回,0.40%
12027,013197,南方兴锦利一年定开债,,,1.0057,1.0057,,,封闭期,封闭期,0.80%
12028,004887,长信稳通三个月定开债发起式,,,1.0056,1.1392,,,暂停申购,暂停赎回,0.60%
12029,004723,中银丰实定开债,,,1.0055,1.2168,,,暂停申购,暂停赎回,0.80%
12030,007852,工银瑞安3个月定开纯债债券,,,1.0055,1.06,,,暂停申购,暂停赎回,0.40%
12031,010752,宝盈优质成长混合C,,,1.0055,1.0055,,,暂停申购,暂停赎回,0.00%
12032,013087,中加优悦一年定开债券,,,1.0055,1.0055,,,暂停申购,暂停赎回,0.80%
12033,010468,国富恒博63个月定期开放债券,,,1.0054,1.0379,,,暂停申购,暂停赎回,0.06%
12034,013322,博时恒盈稳健一年持有期混合C,,,1.0053,1.0053,,,封闭期,封闭期,0.00%
12035,013354,鹏华上华一年持有期混合C,,,1.0052,1.0052,,,封闭期,封闭期,0.00%
12036,012823,富国安利90天滚动持有债券A,,,1.0052,1.0052,,,暂停申购,暂停赎回,0.04%
12037,012824,富国安利90天滚动持有债券C,,,1.0051,1.0051,,,暂停申购,暂停赎回,0.00%
12038,004802,浦银安盛安久回报定开混合C,,,1.0050,1.1845,,,暂停申购,暂停赎回,0.00%
12039,010501,中泰青月安盈66个月定开债,,,1.0048,1.0408,,,暂停申购,暂停赎回,0.045%
12040,010983,兴银汇泽87个月定开债,,,1.0048,1.0378,,,暂停申购,暂停赎回,0.04%
12041,012601,长信稳惠债券A,,,1.0048,1.0048,,,暂停申购,暂停赎回,0.06%
12042,012312,长城兴华优选一年定开混合A,,,1.0048,1.0048,,,暂停申购,暂停赎回,0.15%
12043,009815,泰达宏利乐盈66个月定开债C,,,1.0047,1.0467,,,暂停申购,暂停赎回,0.00%
12044,012793,长城科创两年定开混合C,,,1.0047,1.0047,,,暂停申购,暂停赎回,0.00%
12045,013136,惠升和怡一年定开债发起式,,,1.0047,1.0047,,,暂停申购,暂停赎回,0.80%
12046,970084,国联汇富债券A,,,1.0047,1.0047,,,开放申购,开放赎回,0.40%
12047,970085,国联汇富债券C,,,1.0047,1.0047,,,封闭期,封闭期,0.00%
12048,013206,广发汇宜一年定开债,,,1.0047,1.0047,,,暂停申购,暂停赎回,0.60%
12049,008322,东方卓行18个月定开债券A,,,1.0046,1.0046,,,暂停申购,暂停赎回,0.045%
12050,013540,汇添富稳健睿享一年持有混合D,,,1.0046,1.0046,,,暂停申购,暂停赎回,0.10%
12051,012459,汇添富稳健睿享一年持有混合A,,,1.0046,1.0046,,,封闭期,封闭期,0.80%
12052,012128,汇添富彭博中国政银债1-3年A,,,1.0045,1.0045,,,封闭期,封闭期,0.50%
12053,013463,大成致远优势一年持有期混合A,,,1.0045,1.0045,,,暂停申购,暂停赎回,0.15%
12054,012129,汇添富彭博中国政银债1-3年C,,,1.0044,1.0044,,,封闭期,封闭期,0.00%
12055,013464,大成致远优势一年持有期混合C,,,1.0044,1.0044,,,暂停申购,暂停赎回,0.00%
12056,011558,天弘宁弘六个月A,,,1.0043,1.0043,,,暂停申购,暂停赎回,0.08%
12057,013184,广发恒阳一年持有混合A,,,1.0043,1.0043,,,暂停申购,暂停赎回,0.08%
12058,012054,鹏华安康一年持有期混合A,,,1.0043,1.0043,,,暂停申购,暂停赎回,0.08%
12059,012572,恒越乐享添利混合A,,,1.0043,1.0043,,,暂停申购,暂停赎回,0.06%
12060,009738,格林泓安63个月定开债,,,1.0042,1.0402,,,暂停申购,暂停赎回,0.60%
12061,013325,申万菱信恒利三个月定期开放债券,,,1.0040,1.0040,,,暂停申购,暂停赎回,0.80%
12062,012460,汇添富稳健睿享一年持有混合C,,,1.0040,1.0040,,,暂停申购,暂停赎回,0.00%
12063,011559,天弘宁弘六个月C,,,1.0039,1.0039,,,暂停申购,暂停赎回,0.00%
12064,012313,长城兴华优选一年定开混合C,,,1.0039,1.0039,,,暂停申购,暂停赎回,0.00%
12065,012602,长信稳惠债券C,,,1.0039,1.0039,,,暂停申购,暂停赎回,0.00%
12066,013185,广发恒阳一年持有混合C,,,1.0039,1.0039,,,暂停申购,暂停赎回,0.00%
12067,012055,鹏华安康一年持有期混合C,,,1.0039,1.0039,,,暂停申购,暂停赎回,0.00%
12068,007361,易方达中短期美元债(QDII)C人民币,,,1.0037,1.0037,,,限大额,开放赎回,0.00%
12069,013485,尚正竞争优势混合发起A,,,1.0037,1.0037,,,暂停申购,暂停赎回,0.15%
12070,501210,交银智选星光一年封闭运作混合(FOF-LOF)A,,,1.0037,1.0037,,,暂停申购,暂停赎回,0.12%
12071,000116,嘉实丰益纯债定期债券,,,1.0036,1.3922,,,暂停申购,暂停赎回,0.06%
12072,008323,东方卓行18个月定开债券C,,,1.0036,1.0036,,,暂停申购,暂停赎回,0.00%
12073,011893,易方达长期价值混合A,,,1.0035,1.0035,,,暂停申购,暂停赎回,0.15%
12074,012573,恒越乐享添利混合C,,,1.0034,1.0034,,,暂停申购,暂停赎回,0.00%
12075,013517,易方达悦浦一年持有混合A,,,1.0034,1.0034,,,暂停申购,暂停赎回,0.10%
12076,011641,富国达利纯债一年定开债发起式,,,1.0033,1.0033,,,封闭期,封闭期,0.60%
12077,013787,交银智选星光一年封闭运作混合(FOF-LOF)C,,,1.0033,1.0033,,,暂停申购,暂停赎回,0.00%
12078,013735,创金添福平衡养老三年持有混合发起(FOF)A,,,1.0033,1.0033,,,封闭期,封闭期,0.80%
12079,013706,同泰泰和三个月定开债A,,,1.0033,1.0033,,,暂停申购,暂停赎回,0.03%
12080,006782,国泰信利三个月定开债,,,1.0032,1.0987,,,暂停申购,暂停赎回,0.60%
12081,013707,同泰泰和三个月定开债C,,,1.0032,1.0032,,,暂停申购,暂停赎回,0.00%
12082,013433,博时恒润6个月持有期混合A,,,1.0031,1.0031,,,封闭期,封闭期,1.00%
12083,013486,尚正竞争优势混合发起C,,,1.0031,1.0031,,,暂停申购,暂停赎回,0.00%
12084,012523,中融高质量成长混合A,,,1.0031,1.0031,,,暂停申购,暂停赎回,0.15%
12085,013270,前海开源聚利一年持有混合A,,,1.0030,1.0030,,,暂停申购,暂停赎回,0.15%
12086,009632,浦银安盛普嘉87个月定开债A,,,1.0029,1.0549,,,暂停申购,暂停赎回,0.45%
12087,013271,前海开源聚利一年持有混合C,,,1.0029,1.0029,,,暂停申购,暂停赎回,0.00%
12088,013518,易方达悦浦一年持有混合C,,,1.0029,1.0029,,,暂停申购,暂停赎回,0.00%
12089,012524,中融高质量成长混合C,,,1.0029,1.0029,,,暂停申购,暂停赎回,0.00%
12090,011634,国寿安保安悦纯债一年定开债,,,1.0028,1.0028,,,暂停申购,暂停赎回,0.80%
12091,013736,创金添福平衡养老三年持有混合发起(FOF)C,,,1.0028,1.0028,,,封闭期,封闭期,0.00%
12092,005785,创金合信汇誉六个月定开债C,,,1.0027,1.1704,,,暂停申购,暂停赎回,0.00%
12093,009226,天弘中证中美互联网(QDII)C,,,1.0027,1.0027,,,开放申购,开放赎回,0.00%
12094,011894,易方达长期价值混合C,,,1.0027,1.0027,,,暂停申购,暂停赎回,0.00%
12095,013663,富国安福30天滚动持有短债发起A,,,1.0027,1.0027,,,封闭期,封闭期,0.40%
12096,013664,富国安福30天滚动持有短债发起C,,,1.0026,1.0026,,,封闭期,封闭期,0.00%
12097,011694,华泰紫金信息科技6个月定开A,,,1.0025,1.0025,,,暂停申购,暂停赎回,0.15%
12098,013563,银华季季盈3个月滚动持有债券A,,,1.0025,1.0025,,,暂停申购,暂停赎回,0.03%
12099,001368,兴业稳固收益一年理财债券,,,1.0024,1.0494,,,暂停申购,暂停赎回,0.06%
12100,009255,中银添盛39个月定期开放债券,,,1.0024,1.0434,,,暂停申购,暂停赎回,0.30%
12101,013524,富国悦享回报12个月持有期混合A,,,1.0024,1.0024,,,暂停申购,暂停赎回,0.08%
12102,013564,银华季季盈3个月滚动持有债券B,,,1.0023,1.0023,,,封闭期,封闭期,0.00%
12103,013565,银华季季盈3个月滚动持有债券C,,,1.0023,1.0023,,,暂停申购,暂停赎回,0.00%
12104,013078,方正富邦策略轮动混合A,,,1.0023,1.0023,,,暂停申购,暂停赎回,0.15%
12105,009633,浦银安盛普嘉87个月定开债C,,,1.0022,1.0522,,,暂停申购,暂停赎回,0.00%
12106,013434,博时恒润6个月持有期混合C,,,1.0022,1.0022,,,封闭期,封闭期,0.00%
12107,011687,易方达龙头优选两年持有混合A,,,1.0022,1.0022,,,暂停申购,暂停赎回,0.15%
12108,013525,富国悦享回报12个月持有期混合C,,,1.0022,1.0022,,,暂停申购,暂停赎回,0.00%
12109,009933,浦银安盛普华66个月定开债A,,,1.0021,1.0471,,,暂停申购,暂停赎回,0.45%
12110,011688,易方达龙头优选两年持有混合C,,,1.0020,1.0020,,,暂停申购,暂停赎回,0.00%
12111,013079,方正富邦策略轮动混合C,,,1.0019,1.0019,,,暂停申购,暂停赎回,0.00%
12112,013536,鹏华稳华90天滚动持有债券A,,,1.0019,1.0019,,,暂停申购,暂停赎回,0.04%
12113,012065,嘉实民安添复一年持有期混合A,,,1.0018,1.0018,,,封闭期,封闭期,0.80%
12114,010794,东海鑫享66个月定开,,,1.0017,1.0117,,,暂停申购,暂停赎回,0.08%
12115,013537,鹏华稳华90天滚动持有债券C,,,1.0017,1.0017,,,暂停申购,暂停赎回,0.00%
12116,501218,工银睿智进取一年封闭运作股票A,,,1.0017,1.0017,,,暂停申购,暂停赎回,0.10%
12117,012066,嘉实民安添复一年持有期混合C,,,1.0016,1.0016,,,封闭期,封闭期,0.00%
12118,013797,博时优质鑫选一年持有期混合A,,,1.0016,1.0016,,,封闭期,封闭期,1.50%
12119,013933,工银睿智进取一年封闭运作股票C,,,1.0016,1.0016,,,暂停申购,暂停赎回,0.00%
12120,011751,博时恒兴一年定开混合C,,,1.0015,1.0015,,,封闭期,封闭期,0.00%
12121,011850,天治天享66个月定开债,,,1.0014,1.0064,,,暂停申购,暂停赎回,0.06%
12122,013687,平安成长龙头1年持有混合A,,,1.0014,1.0014,,,暂停申购,暂停赎回,0.12%
12123,013169,建信彭博1-5年政金债A,,,1.0014,1.0014,,,暂停申购,暂停赎回,0.05%
12124,012147,富国大盘核心资产混合,,,1.0014,1.0014,,,暂停申购,暂停赎回,0.15%
12125,013170,建信彭博1-5年政金债C,,,1.0014,1.0014,,,暂停申购,暂停赎回,0.00%
12126,013636,国投瑞银策略回报混合A,,,1.0014,1.0014,,,暂停申购,暂停赎回,0.15%
12127,013688,平安成长龙头1年持有混合C,,,1.0013,1.0013,,,暂停申购,暂停赎回,0.00%
12128,013808,易方达稳悦120天滚动持有短债债券A,,,1.0013,1.0013,,,封闭期,封闭期,0.20%
12129,013798,博时优质鑫选一年持有期混合C,,,1.0012,1.0012,,,封闭期,封闭期,0.00%
12130,013637,国投瑞银策略回报混合C,,,1.0012,1.0012,,,暂停申购,暂停赎回,0.00%
12131,013809,易方达稳悦120天滚动持有短债债券C,,,1.0012,1.0012,,,封闭期,封闭期,0.00%
12132,009836,渤海汇金汇裕87个月定开债,,,1.0011,1.0415,,,暂停申购,暂停赎回,0.04%
12133,012892,安信优质企业三年持有混合A,,,1.0011,1.0011,,,封闭期,封闭期,1.50%
12134,013238,财通均衡优选一年持有混合A,,,1.0011,1.0011,,,暂停申购,暂停赎回,0.15%
12135,013457,华夏鼎业三个月定开债券A,,,1.0011,1.0011,,,封闭期,封闭期,0.60%
12136,013458,华夏鼎业三个月定开债券C,,,1.0011,1.0011,,,封闭期,封闭期,0.00%
12137,012485,建信汇益一年持有混合A,,,1.0010,1.0010,,,暂停申购,暂停赎回,0.08%
12138,013703,招商添福1年定开债,,,1.0010,1.0010,,,暂停申购,暂停赎回,0.30%
12139,013769,博时稳益9个月持有混合A,,,1.0010,1.0010,,,封闭期,封闭期,0.08%
12140,014111,嘉实中证稀有金属主题ETF发起联接C,,,1.0010,1.0010,,,暂停申购,暂停赎回,0.00%
12141,014110,嘉实中证稀有金属主题ETF发起联接A,,,1.0010,1.0010,,,暂停申购,暂停赎回,0.10%
12142,012479,汇安信泰稳健一年持有期混合A,,,1.0009,1.0009,,,封闭期,封闭期,0.10%
12143,013239,财通均衡优选一年持有混合C,,,1.0009,1.0009,,,暂停申购,暂停赎回,0.00%
12144,011803,景顺长城宁景6个月持有混合A,,,1.0008,1.0008,,,暂停申购,暂停赎回,0.08%
12145,012186,招商品质成长混合A,,,1.0008,1.0008,,,暂停申购,暂停赎回,0.15%
12146,012893,安信优质企业三年持有混合C,,,1.0008,1.0008,,,封闭期,封闭期,0.00%
12147,013770,博时稳益9个月持有混合C,,,1.0008,1.0008,,,封闭期,封闭期,0.00%
12148,013929,中银证券恒瑞9个月持有混合A,,,1.0008,1.0008,,,暂停申购,暂停赎回,0.10%
12149,013930,中银证券恒瑞9个月持有混合C,,,1.0008,1.0008,,,暂停申购,暂停赎回,0.00%
12150,013793,富国智浦精选12个月持有混合(FOF)A,,,1.0008,1.0008,,,暂停申购,暂停赎回,0.12%
12151,011804,景顺长城宁景6个月持有混合C,,,1.0007,1.0007,,,暂停申购,暂停赎回,0.00%
12152,012486,建信汇益一年持有混合C,,,1.0007,1.0007,,,暂停申购,暂停赎回,0.00%
12153,012480,汇安信泰稳健一年持有期混合C,,,1.0007,1.0007,,,封闭期,封闭期,0.00%
12154,013812,景顺长城景气进取混合A,,,1.0007,1.0007,,,暂停申购,暂停赎回,0.15%
12155,013794,富国智浦精选12个月持有混合(FOF)C,,,1.0007,1.0007,,,暂停申购,暂停赎回,0.00%
12156,008428,东方红鑫裕两年定开信用债,,,1.0006,1.0956,,,暂停申购,暂停赎回,0.80%
12157,013581,中海海颐混合A,,,1.0006,1.0006,,,暂停申购,暂停赎回,0.10%
12158,013689,湘财久盛39个月定期开放债券A,,,1.0006,1.0006,,,暂停申购,暂停赎回,0.075%
