,基金代码,基金简称,2021-12-06-单位净值,2021-12-06-累计净值,2021-12-03-单位净值,2021-12-03-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
3594,011505,上银丰益混合C,1.0346,1.0346,1.0345,1.0345,0.0001,0.01,开放申购,开放赎回,0.00%
3595,012890,大成景盈债券C,1.0336,1.0336,1.0335,1.0335,0.0001,0.01,开放申购,开放赎回,0.00%
3596,011538,长城优选添瑞六个月持有混合A,1.0311,1.0311,1.0310,1.0310,0.0001,0.01,开放申购,开放赎回,0.08%
3597,010810,湘财久盈中短债A,1.0303,1.0303,1.0302,1.0302,0.0001,0.01,开放申购,开放赎回,0.035%
3598,007394,东兴兴财短债债券A,1.0295,1.0295,1.0294,1.0294,0.0001,0.01,开放申购,开放赎回,0.04%
3599,009168,博时富祥纯债债券C,1.0293,1.1746,1.0292,1.1745,0.0001,0.01,限大额,开放赎回,0.00%
3600,217025,招商理财7天债券A,1.0292,1.0292,1.0291,1.0291,0.0001,0.01,开放申购,开放赎回,0.00%
3601,011398,招商瑞和1年持有期混合C,1.0290,1.0290,1.0289,1.0289,0.0001,0.01,开放申购,暂停赎回,0.00%
3602,010223,博时双季享持有期债券A,1.0283,1.0283,1.0282,1.0282,0.0001,0.01,开放申购,开放赎回,0.03%
3603,007846,华富中债-0-5年中高等级信用债指数A,1.0266,1.0266,1.0265,1.0265,0.0001,0.01,开放申购,开放赎回,0.05%
3604,010811,湘财久盈中短债C,1.0264,1.0264,1.0263,1.0263,0.0001,0.01,开放申购,开放赎回,0.00%
3605,470014,汇添富理财14天债券A,1.0259,1.0259,1.0258,1.0258,0.0001,0.01,限大额,开放赎回,0.00%
3606,003290,长城久稳债券A,1.0257,1.1386,1.0256,1.1385,0.0001,0.01,开放申购,开放赎回,0.08%
3607,010226,博时双季享持有期债券B,1.0248,1.0248,1.0247,1.0247,0.0001,0.01,开放申购,开放赎回,0.00%
3608,010227,博时双季享持有期债券C,1.0242,1.0242,1.0241,1.0241,0.0001,0.01,开放申购,开放赎回,0.00%
3609,007395,东兴兴财短债债券C,1.0234,1.0234,1.0233,1.0233,0.0001,0.01,开放申购,开放赎回,0.00%
3610,008797,中融恒安纯债C,1.0196,1.0196,1.0195,1.0195,0.0001,0.01,暂停申购,开放赎回,0.00%
3611,006920,嘉实稳华纯债债券C,1.0174,1.0174,1.0173,1.0173,0.0001,0.01,限大额,开放赎回,0.00%
3612,010261,海富通策略收益债券C,1.0173,1.0173,1.0172,1.0172,0.0001,0.01,开放申购,开放赎回,0.00%
3613,012113,融通稳健增长一年持有期混合A,1.0169,1.0169,1.0168,1.0168,0.0001,0.01,开放申购,暂停赎回,0.12%
3614,090021,大成月添利一个月滚动持有中短债A,1.0166,1.0166,1.0165,1.0165,0.0001,0.01,开放申购,开放赎回,0.00%
3615,012114,融通稳健增长一年持有期混合C,1.0165,1.0165,1.0164,1.0164,0.0001,0.01,开放申购,暂停赎回,0.00%
3616,010259,淳厚稳悦债券C,1.0153,1.0153,1.0152,1.0152,0.0001,0.01,暂停申购,开放赎回,0.00%
3617,010868,华宝安盈混合,1.0149,1.0149,1.0148,1.0148,0.0001,0.01,开放申购,开放赎回,0.15%
3618,010493,中航瑞昱一年定开债A,1.0148,1.0348,1.0147,1.0347,0.0001,0.01,暂停申购,暂停赎回,0.40%
3619,007997,易方达年年恒秋一年定开债A,1.0141,1.0913,1.0140,1.0912,0.0001,0.01,暂停申购,暂停赎回,0.03%
3620,007998,易方达年年恒秋一年定开债C,1.0130,1.0850,1.0129,1.0849,0.0001,0.01,暂停申购,暂停赎回,0.00%
3621,010598,创金合信景雯灵活配置混合C,1.0130,1.0130,1.0129,1.0129,0.0001,0.01,开放申购,开放赎回,0.00%
3622,007554,财通恒利纯债,1.0112,1.0212,1.0111,1.0211,0.0001,0.01,开放申购,开放赎回,0.08%
3623,009282,宝盈盈辉纯债A,1.0110,1.1030,1.0109,1.1029,0.0001,0.01,暂停申购,开放赎回,0.05%
3624,010605,创金合信鑫祥混合A,1.0099,1.0099,1.0098,1.0098,0.0001,0.01,开放申购,开放赎回,0.12%
3625,012828,富国浦诚回报12个月持有混合A,1.0094,1.0094,1.0093,1.0093,0.0001,0.01,开放申购,暂停赎回,0.08%
3626,011671,中信建投双利3个月持有债券A,1.0093,1.0093,1.0092,1.0092,0.0001,0.01,开放申购,开放赎回,0.80%
3627,011672,中信建投双利3个月持有债券C,1.0083,1.0083,1.0082,1.0082,0.0001,0.01,开放申购,开放赎回,0.00%
3628,012829,富国浦诚回报12个月持有混合C,1.0072,1.0072,1.0071,1.0071,0.0001,0.01,开放申购,暂停赎回,0.00%
3629,011576,鹏华安诚混合A,1.0068,1.0068,1.0067,1.0067,0.0001,0.01,开放申购,开放赎回,0.08%
3630,007759,平安乐享一年定开债C,1.0067,1.0657,1.0066,1.0656,0.0001,0.01,暂停申购,暂停赎回,0.00%
3631,008711,宝盈盈顺纯债债券C,1.0064,1.0664,1.0063,1.0663,0.0001,0.01,限大额,开放赎回,0.00%
3632,007264,人保中高等级信用债A,1.0059,1.0059,1.0058,1.0058,0.0001,0.01,限大额,开放赎回,0.08%
3633,011577,鹏华安诚混合C,1.0058,1.0058,1.0057,1.0057,0.0001,0.01,开放申购,开放赎回,0.00%
3634,000799,民生加银家盈半年定期宝,1.0049,1.0490,1.0048,1.0489,0.0001,0.01,暂停申购,暂停赎回,0.00%
3635,013753,招商稳福短债14天滚动持有债A,1.0019,1.0019,1.0018,1.0018,0.0001,0.01,开放申购,开放赎回,0.035%
3636,013754,招商稳福短债14天滚动持有债C,1.0016,1.0016,1.0015,1.0015,0.0001,0.01,开放申购,开放赎回,0.00%
3637,012741,工银平衡回报6个月持有期债券C,1.0009,1.0009,1.0008,1.0008,0.0001,0.01,开放申购,暂停赎回,0.00%
3638,013716,中融恒利纯债A,1.0007,1.0007,1.0006,1.0006,0.0001,0.01,开放申购,开放赎回,0.06%
3639,013186,长城恒利债券A,1.0007,1.0007,1.0006,1.0006,0.0001,0.01,暂停申购,暂停赎回,0.08%
3640,013187,长城恒利债券C,1.0006,1.0006,1.0005,1.0005,0.0001,0.01,暂停申购,暂停赎回,0.00%
3641,013717,中融恒利纯债C,1.0005,1.0005,1.0004,1.0004,0.0001,0.01,开放申购,开放赎回,0.00%
3642,012109,融通稳健添瑞灵活配置混合A,1.0004,1.0004,1.0003,1.0003,0.0001,0.01,封闭期,封闭期,1.50%
3643,013646,景顺长城景泰鼎利一年定开纯债C,1.0003,1.0003,1.0002,1.0002,0.0001,0.01,暂停申购,暂停赎回,0.00%
3644,012110,融通稳健添瑞灵活配置混合C,1.0002,1.0002,1.0001,1.0001,0.0001,0.01,封闭期,封闭期,0.00%
3645,014378,创金合信尊睿债券A,1.0002,1.0002,1.0001,1.0001,0.0001,0.01,开放申购,开放赎回,0.40%
3646,012305,浦银安盛鑫锐混合C,1.0001,1.0001,1,1,0.0001,0.01,开放申购,暂停赎回,0.00%
3647,014082,平安中债1-3年国开债指数C,1.0001,1.0001,1,1,0.0001,0.01,开放申购,开放赎回,0.00%
3648,006638,人保鑫盛纯债A,0.9996,0.9996,0.9995,0.9995,0.0001,0.01,限大额,开放赎回,0.08%
3649,007265,人保中高等级信用债C,0.9963,0.9963,0.9962,0.9962,0.0001,0.01,限大额,开放赎回,0.00%
3650,011375,华宝安益混合,0.9799,0.9799,0.9798,0.9798,0.0001,0.01,开放申购,开放赎回,0.15%
3651,872023,广发资管睿利3年定开债B,0.9715,0.9715,0.9714,0.9714,0.0001,0.01,暂停申购,暂停赎回,0.00%
3652,872022,广发资管睿利3年定开债A,0.9714,0.9714,0.9713,0.9713,0.0001,0.01,暂停申购,暂停赎回,0.60%
3653,872024,广发资管睿利3年定开债C,0.9710,0.9710,0.9709,0.9709,0.0001,0.01,暂停申购,暂停赎回,0.00%
3654,004792,富荣富乾债券A,0.9506,1.0002,0.9505,1.0001,0.0001,0.01,暂停申购,开放赎回,0.08%
3655,009283,宝盈盈辉纯债C,0.8761,0.9681,0.8760,0.9680,0.0001,0.01,暂停申购,开放赎回,0.00%
3656,010617,兴业消费精选混合A,0.8754,0.8754,0.8753,0.8753,0.0001,0.01,开放申购,开放赎回,0.15%
3657,010618,兴业消费精选混合C,0.8711,0.8711,0.8710,0.8710,0.0001,0.01,开放申购,开放赎回,0.00%
3658,161910,万家新机遇价值驱动A,2.3945,2.8662,2.3945,2.8662,0,0.00,开放申购,开放赎回,0.15%
3659,002808,泓德优势领航混合,2.2631,2.2631,2.2630,2.2630,0.0001,0.00,开放申购,开放赎回,0.15%
3660,004355,嘉实丰和灵活配置混合,2.2312,5.3989,2.2312,5.3989,0,0.00,开放申购,开放赎回,0.15%
3661,006085,万家新机遇价值驱动C,2.1369,2.3048,2.1370,2.3049,-0.0001,0.00,开放申购,开放赎回,0.00%
3662,470018,汇添富双利债券A,2.0760,2.0760,2.0760,2.0760,0,0.00,开放申购,开放赎回,0.08%
3663,012616,嘉实优化红利混合C,1.9570,2.0280,1.9570,2.0280,0,0.00,开放申购,开放赎回,0.00%
3664,001141,泰达宏利创盈混合A,1.9550,1.9550,1.9550,1.9550,0,0.00,开放申购,开放赎回,0.10%
3665,001142,泰达宏利创盈混合B,1.8980,1.8980,1.8980,1.8980,0,0.00,开放申购,开放赎回,0.00%
3666,160513,博时稳健回报债券(LOF)A,1.88,1.9550,1.88,1.9550,0,0.00,开放申购,开放赎回,0.08%
3667,000692,汇添富双利债券C,1.8480,1.8480,1.8480,1.8480,0,0.00,开放申购,开放赎回,0.00%
3668,001547,兴业聚惠灵活配置混合A,1.74,1.74,1.74,1.74,0,0.00,开放申购,开放赎回,0.15%
3669,002923,兴业聚惠灵活配置混合C,1.7330,1.7330,1.7330,1.7330,0,0.00,开放申购,开放赎回,0.00%
3670,001418,泰达宏利创益混合A,1.7260,1.7260,1.7260,1.7260,0,0.00,开放申购,开放赎回,0.10%
3671,000171,易方达裕丰回报债券,1.7130,2.18,1.8950,2.18,0,0.00,开放申购,开放赎回,0.10%
3672,000184,工银添福债券A,1.7130,1.8590,1.7130,1.8590,0,0.00,开放申购,开放赎回,0.08%
3673,005955,易方达鑫转添利混合A,1.7027,1.7027,1.7027,1.7027,0,0.00,开放申购,开放赎回,0.10%
3674,000185,工银添福债券B,1.6910,1.8360,1.6910,1.8360,0,0.00,开放申购,开放赎回,0.00%
3675,002339,海富通安颐收益混合C,1.65,1.93,1.65,1.93,0,0.00,限大额,开放赎回,1.50%
3676,160514,博时稳健回报债券(LOF)C,1.6350,1.7350,1.6350,1.7350,0,0.00,开放申购,开放赎回,0.00%
3677,002779,新疆前海联合新思路混合C,1.6310,2.1310,1.6310,2.1310,0,0.00,限大额,开放赎回,0.00%
3678,519050,海富通安颐收益混合A,1.6240,1.8980,1.6240,1.8980,0,0.00,限大额,开放赎回,0.15%
3679,001562,易方达瑞和灵活配置混合,1.6240,1.6870,1.6240,1.6870,0,0.00,限大额,开放赎回,0.06%
3680,013600,九泰锐富事件驱动混合发起式(LOF)C,1.6180,1.6180,1.6180,1.6180,0,0.00,开放申购,开放赎回,0.00%
3681,168102,九泰锐富事件驱动混合发起式(LOF)A,1.6170,1.9510,1.6170,1.9510,0,0.00,开放申购,开放赎回,0.15%
3682,000174,汇添富高息债债券A,1.58,1.6150,1.58,1.6150,0,0.00,开放申购,开放赎回,0.10%
3683,001202,东方红领先精选混合,1.5650,1.6850,1.5650,1.6850,0,0.00,开放申购,开放赎回,1.00%
3684,001249,易方达新利灵活配置混合,1.5570,1.6190,1.5570,1.6190,0,0.00,限大额,开放赎回,1.20%
3685,001433,易方达瑞景混合,1.5450,1.6070,1.5450,1.6070,0,0.00,限大额,开放赎回,0.15%
3686,000386,景顺长城景颐双利债券C,1.5290,1.8060,1.5290,1.8060,0,0.00,开放申购,开放赎回,0.00%
3687,501050,华夏上证50AH优选指数A,1.5230,1.5230,1.5230,1.5230,0,0.00,开放申购,开放赎回,0.15%
3688,001609,平安鑫享混合A,1.5221,1.5221,1.5221,1.5221,0,0.00,限大额,开放赎回,0.12%
3689,007925,平安鑫享混合E,1.5187,1.5187,1.5187,1.5187,0,0.00,限大额,开放赎回,0.00%
3690,002778,新疆前海联合新思路混合A,1.5160,1.5160,1.5160,1.5160,0,0.00,限大额,开放赎回,1.50%
3691,000810,富国收益增强债券A,1.51,1.7050,1.51,1.7050,0,0.00,开放申购,开放赎回,0.08%
3692,001610,平安鑫享混合C,1.5080,1.5080,1.5080,1.5080,0,0.00,限大额,开放赎回,0.00%
3693,002119,广发安盈混合C,1.5080,1.5080,1.5080,1.5080,0,0.00,限大额,开放赎回,0.00%
3694,006395,华夏上证50AH优选指数C,1.5020,1.5020,1.5020,1.5020,0,0.00,开放申购,开放赎回,0.00%
3695,002006,工银新得益混合,1.50,1.50,1.50,1.50,0,0.00,开放申购,开放赎回,0.15%
3696,165311,建信信用增强债券(LOF)A,1.4930,1.6440,1.4930,1.6440,0,0.00,限大额,开放赎回,0.08%
3697,000175,汇添富高息债债券C,1.4840,1.5190,1.4840,1.5190,0,0.00,开放申购,开放赎回,0.00%
3698,519969,长信新利灵活配置混合,1.48,1.6680,1.48,1.6680,0,0.00,限大额,开放赎回,0.15%
3699,001201,申万菱信安鑫回报混合A,1.4750,1.5310,1.4750,1.5310,0,0.00,开放申购,开放赎回,0.07%
3700,002001,华夏回报混合A,1.4680,5.0520,1.4680,5.0520,0,0.00,限大额,开放赎回,0.15%
3701,001727,申万菱信安鑫回报混合C,1.4620,1.5180,1.4620,1.5180,0,0.00,开放申购,开放赎回,0.00%
3702,000812,富国收益增强债券C,1.46,1.6550,1.46,1.6550,0,0.00,开放申购,开放赎回,0.00%
3703,165314,建信信用增强债券(LOF)C,1.4540,1.4540,1.4540,1.4540,0,0.00,限大额,开放赎回,0.00%
3704,001342,易方达新享混合A,1.45,2.0940,1.45,2.0940,0,0.00,限大额,开放赎回,0.60%
3705,001422,景顺长城安享回报混合A,1.4460,1.5370,1.4460,1.5370,0,0.00,限大额,开放赎回,0.10%
3706,001441,易方达瑞信混合I,1.44,1.4980,1.44,1.4980,0,0.00,限大额,开放赎回,0.06%
3707,003433,信诚至瑞灵活配置C,1.4393,1.4993,1.4393,1.4993,0,0.00,限大额,开放赎回,0.00%
3708,001442,易方达瑞信混合E,1.4280,1.4860,1.4280,1.4860,0,0.00,限大额,开放赎回,0.00%
3709,519949,长信利信混合A,1.4260,1.4860,1.4260,1.4860,0,0.00,限大额,开放赎回,0.15%
3710,001535,景顺长城改革机遇灵活配置A,1.4150,1.4150,1.4150,1.4150,0,0.00,开放申购,开放赎回,0.15%
3711,007294,长信利信混合E,1.4110,1.4110,1.4110,1.4110,0,0.00,限大额,开放赎回,0.15%
3712,007293,长信利信混合C,1.4040,1.4040,1.4040,1.4040,0,0.00,限大额,开放赎回,0.00%
3713,007945,景顺长城改革机遇灵活配置C,1.4010,1.4010,1.4010,1.4010,0,0.00,开放申购,开放赎回,0.00%
3714,001407,景顺长城稳健回报混合C,1.3950,1.4580,1.3950,1.4580,0,0.00,限大额,开放赎回,0.00%
3715,206013,鹏华宏观灵活配置混合,1.3920,1.94,1.3920,1.94,0,0.00,限大额,开放赎回,0.15%
3716,110018,易方达增强回报债券B,1.3680,2.3410,1.3680,2.3410,0,0.00,开放申购,开放赎回,0.00%
3717,164508,国富中证100指数增强(LOF),1.3570,1.48,1.3570,1.48,0,0.00,开放申购,开放赎回,0.12%
3718,001285,易方达新鑫混合I,1.3570,1.55,1.3570,1.55,0,0.00,限大额,开放赎回,0.60%
3719,001506,景顺长城泰和回报混合A,1.3510,1.3510,1.3510,1.3510,0,0.00,开放申购,开放赎回,1.00%
3720,001836,易方达瑞祥灵活配置混合E,1.3490,1.4020,1.3490,1.4020,0,0.00,限大额,开放赎回,0.00%
3721,001286,易方达新鑫混合E,1.3380,1.5210,1.3380,1.5210,0,0.00,限大额,开放赎回,0.00%
3722,000933,前海开源睿远稳健增利混合C,1.33,1.5750,1.33,1.5750,0,0.00,限大额,开放赎回,0.00%
3723,001507,景顺长城泰和回报混合C,1.33,1.33,1.33,1.33,0,0.00,开放申购,开放赎回,0.00%
3724,163811,中银双利债券A,1.3230,1.7980,1.3230,1.7980,0,0.00,开放申购,开放赎回,0.08%
3725,001817,易方达瑞兴灵活配置混合I,1.3180,1.37,1.3180,1.37,0,0.00,限大额,开放赎回,0.60%
3726,163812,中银双利债券B,1.3140,1.74,1.3140,1.74,0,0.00,开放申购,开放赎回,0.00%
3727,001765,前海开源嘉鑫混合A,1.3120,1.4920,1.3120,1.4920,0,0.00,限大额,开放赎回,0.15%
3728,005852,中银添利债券发起C,1.3120,1.7290,1.3120,1.7290,0,0.00,开放申购,开放赎回,0.08%
3729,000466,融通通瑞债券A/B,1.31,1.3850,1.31,1.3850,0,0.00,暂停申购,开放赎回,0.06%
3730,001818,易方达瑞兴灵活配置混合E,1.3070,1.3590,1.3070,1.3590,0,0.00,限大额,开放赎回,0.00%
3731,000221,汇添富年年利定开债A,1.3070,1.4230,1.3070,1.4230,0,0.00,暂停申购,暂停赎回,0.06%
3732,002618,中银裕利混合A,1.3030,1.4720,1.3030,1.4720,0,0.00,限大额,开放赎回,0.10%
3733,002536,中银鑫利混合C,1.3020,1.5370,1.3020,1.5370,0,0.00,开放申购,开放赎回,0.00%
3734,002619,中银裕利混合C,1.2990,1.4680,1.2990,1.4680,0,0.00,限大额,开放赎回,0.00%
3735,003073,泰达宏利汇利债券A,1.2953,1.3435,1.2953,1.3435,0,0.00,开放申购,开放赎回,0.08%
3736,001011,华夏希望债券A,1.2920,1.8420,1.2920,1.8420,0,0.00,开放申购,开放赎回,0.10%
3737,470010,汇添富多元收益债券A,1.2860,1.9150,1.2860,1.9150,0,0.00,开放申购,开放赎回,0.08%
3738,000998,南方双元C,1.2850,1.3110,1.2850,1.3110,0,0.00,开放申购,开放赎回,0.00%
3739,002724,江信祺福C,1.2843,1.2843,1.2843,1.2843,0,0.00,开放申购,开放赎回,0.00%
3740,470011,汇添富多元收益债券C,1.2820,1.8670,1.2820,1.8670,0,0.00,开放申购,开放赎回,0.00%
3741,001745,易方达瑞富灵活配置混合I,1.2810,1.4210,1.2810,1.4210,0,0.00,开放申购,开放赎回,0.60%
3742,233005,大摩强收益债券,1.2792,2.1417,1.2792,2.1417,0,0.00,限大额,开放赎回,0.08%
3743,001746,易方达瑞富灵活配置混合E,1.2770,1.4170,1.2770,1.4170,0,0.00,开放申购,开放赎回,0.00%
3744,000222,汇添富年年利定开债C,1.27,1.3780,1.27,1.3780,0,0.00,暂停申购,暂停赎回,0.00%
3745,003187,嘉实安益混合,1.2640,1.3210,1.2640,1.3210,0,0.00,限大额,开放赎回,0.00%
3746,160608,鹏华普天债券B,1.2610,1.9420,1.2610,1.9420,0,0.00,限大额,开放赎回,0.00%
3747,001013,华夏希望债券C,1.2580,1.7880,1.2580,1.7880,0,0.00,开放申购,开放赎回,0.00%
3748,001806,易方达瑞智灵活配置混合I,1.2550,1.3050,1.2550,1.3050,0,0.00,限大额,开放赎回,0.60%
3749,519023,海富通稳健添利债券C,1.2480,1.5120,1.2480,1.5120,0,0.00,限大额,开放赎回,0.00%
3750,002054,中银新财富混合A,1.2470,1.4950,1.2470,1.4950,0,0.00,开放申购,开放赎回,0.10%
3751,000107,富国稳健增强债券A/B,1.2440,1.6170,1.2440,1.6170,0,0.00,开放申购,开放赎回,0.08%
3752,004503,鹏华永泰定期开放债券,1.2425,1.3002,1.2425,1.3002,0,0.00,暂停申购,暂停赎回,0.06%
3753,001807,易方达瑞智灵活配置混合E,1.2320,1.2820,1.2320,1.2820,0,0.00,限大额,开放赎回,0.00%
3754,005096,国泰量化成长优选混合C,1.2253,1.2253,1.2253,1.2253,0,0.00,限大额,开放赎回,0.00%
3755,519078,汇添富增强收益债券A,1.2240,1.6890,1.2240,1.6890,0,0.00,开放申购,开放赎回,0.08%
3756,002021,华夏回报二号混合,1.2230,3.8230,1.2230,3.8230,0,0.00,限大额,开放赎回,0.20%
3757,000109,富国稳健增强债券C,1.2170,1.5720,1.2170,1.5720,0,0.00,开放申购,开放赎回,0.00%
3758,519610,银河旺利混合A,1.21,1.34,1.21,1.34,0,0.00,开放申购,开放赎回,0.15%
3759,750003,安信目标收益债券C,1.2040,1.5720,1.2040,1.5720,0,0.00,开放申购,开放赎回,0.00%
3760,000123,汇添富实业债债券C,1.20,1.4740,1.20,1.4740,0,0.00,开放申购,开放赎回,0.00%
3761,002462,中银珍利混合C,1.1970,1.4850,1.1970,1.4850,0,0.00,开放申购,开放赎回,0.00%
3762,002811,博时裕顺纯债债券,1.1950,1.2380,1.1950,1.2380,0,0.00,限大额,开放赎回,0.08%
3763,002461,中银珍利混合A,1.1940,1.4840,1.1940,1.4840,0,0.00,开放申购,开放赎回,0.10%
3764,550004,信诚三得益债券A,1.1930,1.8420,1.1930,1.8420,0,0.00,开放申购,开放赎回,0.08%
3765,001302,前海开源金银珠宝混合A,1.1910,1.1910,1.1910,1.1910,0,0.00,开放申购,开放赎回,0.15%
3766,070025,嘉实信用债券A,1.1870,1.5660,1.1870,1.5660,0,0.00,开放申购,开放赎回,0.08%
3767,002116,广发安享混合A,1.1850,1.4260,1.1850,1.4260,0,0.00,限大额,开放赎回,0.10%
3768,001343,易方达新享混合C,1.1830,1.5280,1.1830,1.5280,0,0.00,限大额,开放赎回,0.00%
3769,000252,景顺长城景兴信用纯债债券A,1.1830,1.4140,1.1830,1.4140,0,0.00,限大额,开放赎回,0.08%
3770,001720,工银新增利混合,1.1820,1.3450,1.1820,1.3450,0,0.00,限大额,开放赎回,0.15%
3771,000407,汇添富双利增强债券C,1.1740,1.5070,1.1740,1.5070,0,0.00,开放申购,开放赎回,0.00%
3772,550005,信诚三得益债券B,1.1730,1.7670,1.1730,1.7670,0,0.00,开放申购,开放赎回,0.00%
3773,002602,易方达丰惠混合,1.1710,1.2170,1.1710,1.2170,0,0.00,限大额,开放赎回,0.10%
3774,519669,银河领先债券,1.17,1.6210,1.17,1.6210,0,0.00,开放申购,开放赎回,0.08%
3775,002117,广发安享混合C,1.17,1.4750,1.17,1.4750,0,0.00,限大额,开放赎回,0.00%
3776,002413,中银瑞利混合A,1.1690,1.50,1.1690,1.50,0,0.00,限大额,开放赎回,0.10%
3777,002207,前海开源金银珠宝混合C,1.1690,1.1690,1.1690,1.1690,0,0.00,开放申购,开放赎回,0.15%
3778,003693,大成景尚灵活配置混合C,1.1680,1.3788,1.1680,1.3788,0,0.00,开放申购,开放赎回,0.00%
3779,070026,嘉实信用债券C,1.1670,1.52,1.1670,1.52,0,0.00,开放申购,开放赎回,0.00%
3780,002414,中银瑞利混合C,1.1660,1.4740,1.1660,1.4740,0,0.00,限大额,开放赎回,0.00%
3781,002720,国寿安保尊利增强回报债券A,1.1660,1.1980,1.1660,1.1980,0,0.00,开放申购,开放赎回,0.08%
3782,002721,国寿安保尊利增强回报债券C,1.1560,1.1770,1.1560,1.1770,0,0.00,开放申购,开放赎回,0.00%
3783,008479,景顺长城泰申回报混合,1.1513,1.1513,1.1513,1.1513,0,0.00,限大额,开放赎回,0.10%
3784,002065,景顺长城景盛双息收益债券A,1.1510,1.1510,1.1510,1.1510,0,0.00,开放申购,开放赎回,0.08%
3785,002058,中银新机遇混合C,1.1510,1.5110,1.1510,1.5110,0,0.00,开放申购,开放赎回,0.00%
3786,450006,国富强化收益债券C,1.1505,1.8073,1.1505,1.8073,0,0.00,开放申购,开放赎回,0.00%
3787,003074,泰达宏利汇利债券C,1.1418,1.1940,1.1418,1.1940,0,0.00,开放申购,开放赎回,0.00%
3788,002712,广发集丰债券C,1.1350,1.3180,1.1350,1.3180,0,0.00,限大额,开放赎回,0.00%
3789,000147,易方达高等级信用债债券A,1.1290,1.4510,1.1290,1.4510,0,0.00,限大额,开放赎回,0.08%
3790,012220,南方安泰混合C,1.1268,1.4328,1.1268,1.4328,0,0.00,开放申购,开放赎回,0.00%
3791,007969,西部利得得尊纯债C,1.1267,1.2467,1.1267,1.2467,0,0.00,限大额,开放赎回,0.00%
3792,000148,易方达高等级信用债债券C,1.1260,1.4340,1.1260,1.4340,0,0.00,限大额,开放赎回,0.00%
3793,206018,鹏华产业债债券,1.1250,1.6210,1.1250,1.6210,0,0.00,限大额,开放赎回,0.08%
3794,002488,汇添富稳添利定开债C,1.1170,1.1170,1.1170,1.1170,0,0.00,暂停申购,暂停赎回,0.00%
3795,000070,国投瑞银中高等级债券C,1.1140,1.5320,1.1140,1.5320,0,0.00,开放申购,开放赎回,0.00%
3796,006586,南方安裕混合C,1.1063,1.3833,1.1063,1.3833,0,0.00,开放申购,开放赎回,0.00%
3797,000639,宝盈祥瑞混合A,1.1060,1.4320,1.1060,1.4320,0,0.00,开放申购,开放赎回,0.12%
3798,040004,华安宝利配置混合,1.1050,4.8720,1.1050,4.8720,0,0.00,开放申购,开放赎回,0.12%
3799,261101,景顺长城稳定收益债券C,1.0980,1.3290,1.0980,1.3290,0,0.00,限大额,开放赎回,0.00%
3800,519152,新华纯债添利债券发起A,1.0975,1.55,1.0975,1.55,0,0.00,限大额,开放赎回,0.08%
3801,006501,建信润利增强债券C,1.0866,1.1306,1.0866,1.1306,0,0.00,开放申购,开放赎回,0.00%
3802,217023,招商信用增强债券A,1.0850,1.5430,1.0850,1.5430,0,0.00,开放申购,开放赎回,0.08%
3803,161614,融通四季添利债券(LOF)A,1.0850,1.5430,1.0850,1.5430,0,0.00,开放申购,开放赎回,0.08%
3804,163819,中银信用增利债券(LOF)A,1.0850,1.6890,1.0850,1.6890,0,0.00,开放申购,开放赎回,0.08%
3805,002578,博时裕泉纯债债券,1.0850,1.1690,1.0850,1.1690,0,0.00,限大额,开放赎回,0.08%
3806,001235,中银国有企业债A,1.0840,1.2840,1.0840,1.2840,0,0.00,开放申购,开放赎回,0.08%
3807,002825,融通通和债券,1.0810,1.1880,1.0810,1.1880,0,0.00,限大额,开放赎回,0.80%
3808,010871,中银信用增利债券(LOF)C,1.0810,1.1140,1.0810,1.1140,0,0.00,开放申购,开放赎回,0.00%
3809,163806,中银增利债券,1.0780,1.7660,1.0780,1.7660,0,0.00,开放申购,开放赎回,0.00%
3810,000673,融通四季添利债券(LOF)C,1.0770,1.0880,1.0770,1.0880,0,0.00,开放申购,开放赎回,0.00%
3811,007441,南方旭元债券C,1.0753,1.0953,1.0753,1.0953,0,0.00,开放申购,开放赎回,0.00%
3812,166401,浦银安盛稳健增利债券C,1.07,1.2460,1.07,1.2460,0,0.00,开放申购,开放赎回,0.00%
3813,001779,中融稳健添利债券,1.0680,1.0680,1.0680,1.0680,0,0.00,开放申购,开放赎回,0.08%
3814,009494,大成尊享18月定开混合C,1.0674,1.0674,1.0674,1.0674,0,0.00,暂停申购,暂停赎回,0.00%
3815,000497,财通纯债债券A,1.0667,1.1422,1.0667,1.1422,0,0.00,限大额,开放赎回,0.08%
3816,519640,银河鸿利混合A,1.0660,1.2340,1.0660,1.2340,0,0.00,开放申购,开放赎回,0.15%
3817,011484,申万菱信宜选混合A,1.0638,1.0638,1.0638,1.0638,0,0.00,开放申购,开放赎回,0.06%
3818,006331,中银国有企业债C,1.06,1.1840,1.06,1.1840,0,0.00,开放申购,开放赎回,0.00%
3819,020002,国泰金龙债券A,1.0560,1.8280,1.0560,1.8280,0,0.00,限大额,开放赎回,0.08%
3820,519641,银河鸿利混合C,1.0560,1.1960,1.0560,1.1960,0,0.00,开放申购,开放赎回,0.00%
3821,011485,申万菱信宜选混合C,1.0539,1.0539,1.0539,1.0539,0,0.00,开放申购,开放赎回,0.00%
3822,009901,易方达磐固六个月持有期混合C,1.0537,1.0737,1.0537,1.0737,0,0.00,暂停申购,开放赎回,0.00%
